Date,Visitor,Visitor_Pts,Home,Home_Pts,OT,Playoffs,YR
"Fri, Feb 25, 1983",Golden State Warriors,107,New Jersey Nets,115,0.0,0.0,1983
"Sat, Feb 26, 1983",New Jersey Nets,88,Atlanta Hawks,95,0.0,0.0,1983
"Sat, Feb 26, 1983",Detroit Pistons,122,Cleveland Cavaliers,102,0.0,0.0,1983
"Sat, Feb 26, 1983",Kansas City Kings,107,Dallas Mavericks,118,0.0,0.0,1983
"Sat, Feb 26, 1983",Washington Bullets,111,Denver Nuggets,125,0.0,0.0,1983
"Sat, Feb 26, 1983",San Diego Clippers,108,Houston Rockets,120,0.0,0.0,1983
"Sat, Feb 26, 1983",Chicago Bulls,79,New York Knicks,94,0.0,0.0,1983
"Sat, Feb 26, 1983",Boston Celtics,103,Phoenix Suns,101,0.0,0.0,1983
"Sat, Feb 26, 1983",Milwaukee Bucks,107,San Antonio Spurs,104,0.0,0.0,1983
"Sat, Feb 26, 1983",Los Angeles Lakers,92,Utah Jazz,101,0.0,0.0,1983
"Sun, Feb 27, 1983",Portland Trail Blazers,92,Cleveland Cavaliers,98,0.0,0.0,1983
"Sun, Feb 27, 1983",Atlanta Hawks,125,Indiana Pacers,107,0.0,0.0,1983
"Sun, Feb 27, 1983",Denver Nuggets,135,Los Angeles Lakers,120,0.0,0.0,1983
"Sun, Feb 27, 1983",Golden State Warriors,104,Philadelphia 76ers,115,0.0,0.0,1983
"Sun, Feb 27, 1983",Utah Jazz,98,Seattle SuperSonics,101,0.0,0.0,1983
"Tue, Mar 1, 1983",Indiana Pacers,106,Atlanta Hawks,109,0.0,0.0,1983
"Tue, Mar 1, 1983",Kansas City Kings,111,Boston Celtics,129,0.0,0.0,1983
"Tue, Mar 1, 1983",Los Angeles Lakers,114,Chicago Bulls,111,0.0,0.0,1983
"Tue, Mar 1, 1983",Cleveland Cavaliers,121,Denver Nuggets,132,0.0,0.0,1983
"Tue, Mar 1, 1983",Detroit Pistons,114,Golden State Warriors,103,0.0,0.0,1983
"Tue, Mar 1, 1983",Dallas Mavericks,123,Houston Rockets,115,0.0,0.0,1983
"Tue, Mar 1, 1983",Philadelphia 76ers,106,New York Knicks,94,0.0,0.0,1983
"Tue, Mar 1, 1983",Seattle SuperSonics,104,San Antonio Spurs,119,0.0,0.0,1983
"Tue, Mar 1, 1983",San Diego Clippers,105,Utah Jazz,127,0.0,0.0,1983
"Tue, Mar 1, 1983",Milwaukee Bucks,101,Washington Bullets,99,0.0,0.0,1983
"Wed, Mar 2, 1983",Seattle SuperSonics,105,Dallas Mavericks,108,0.0,0.0,1983
"Wed, Mar 2, 1983",Denver Nuggets,128,Golden State Warriors,108,0.0,0.0,1983
"Wed, Mar 2, 1983",Los Angeles Lakers,127,Milwaukee Bucks,117,0.0,0.0,1983
"Wed, Mar 2, 1983",San Antonio Spurs,106,Phoenix Suns,110,0.0,0.0,1983
"Wed, Mar 2, 1983",Portland Trail Blazers,104,San Diego Clippers,102,0.0,0.0,1983
"Wed, Mar 2, 1983",Houston Rockets,85,New Jersey Nets,124,0.0,0.0,1983
"Thu, Mar 3, 1983",Washington Bullets,89,Atlanta Hawks,91,0.0,0.0,1983
"Thu, Mar 3, 1983",Kansas City Kings,125,Detroit Pistons,118,0.0,0.0,1983
"Thu, Mar 3, 1983",Cleveland Cavaliers,113,Utah Jazz,118,0.0,0.0,1983
"Fri, Mar 4, 1983",Houston Rockets,87,Atlanta Hawks,115,0.0,0.0,1983
"Fri, Mar 4, 1983",Philadelphia 76ers,110,Boston Celtics,115,0.0,0.0,1983
"Fri, Mar 4, 1983",New Jersey Nets,119,Chicago Bulls,124,0.0,0.0,1983
"Fri, Mar 4, 1983",Milwaukee Bucks,108,Dallas Mavericks,102,0.0,0.0,1983
"Fri, Mar 4, 1983",Indiana Pacers,103,Kansas City Kings,120,0.0,0.0,1983
"Fri, Mar 4, 1983",Golden State Warriors,102,Phoenix Suns,109,0.0,0.0,1983
"Fri, Mar 4, 1983",Denver Nuggets,142,Portland Trail Blazers,138,0.0,0.0,1983
"Fri, Mar 4, 1983",San Antonio Spurs,107,San Diego Clippers,99,0.0,0.0,1983
"Fri, Mar 4, 1983",Los Angeles Lakers,93,Washington Bullets,96,0.0,0.0,1983
"Sat, Mar 5, 1983",Cleveland Cavaliers,98,Dallas Mavericks,91,0.0,0.0,1983
"Sat, Mar 5, 1983",Milwaukee Bucks,120,Denver Nuggets,126,0.0,0.0,1983
"Sat, Mar 5, 1983",Los Angeles Lakers,122,Detroit Pistons,108,0.0,0.0,1983
"Sat, Mar 5, 1983",Utah Jazz,121,Golden State Warriors,127,0.0,0.0,1983
"Sat, Mar 5, 1983",Seattle SuperSonics,126,Houston Rockets,103,0.0,0.0,1983
"Sat, Mar 5, 1983",Boston Celtics,98,New York Knicks,105,0.0,0.0,1983
"Sun, Mar 6, 1983",Indiana Pacers,98,Chicago Bulls,106,0.0,0.0,1983
"Sun, Mar 6, 1983",San Diego Clippers,105,Kansas City Kings,144,0.0,0.0,1983
"Sun, Mar 6, 1983",Utah Jazz,110,Portland Trail Blazers,105,0.0,0.0,1983
"Sun, Mar 6, 1983",Cleveland Cavaliers,98,San Antonio Spurs,117,0.0,0.0,1983
"Sun, Mar 6, 1983",Atlanta Hawks,91,Washington Bullets,102,0.0,0.0,1983
"Sun, Mar 6, 1983",Philadelphia 76ers,106,New Jersey Nets,112,0.0,0.0,1983
"Mon, Mar 7, 1983",New Jersey Nets,114,Boston Celtics,121,0.0,0.0,1983
"Mon, Mar 7, 1983",Detroit Pistons,114,Philadelphia 76ers,123,0.0,0.0,1983
"Tue, Mar 8, 1983",Portland Trail Blazers,93,Atlanta Hawks,110,0.0,0.0,1983
"Tue, Mar 8, 1983",Phoenix Suns,99,Dallas Mavericks,120,0.0,0.0,1983
"Tue, Mar 8, 1983",San Antonio Spurs,118,Denver Nuggets,129,0.0,0.0,1983
"Tue, Mar 8, 1983",Indiana Pacers,101,Detroit Pistons,107,0.0,0.0,1983
"Tue, Mar 8, 1983",Los Angeles Lakers,116,Golden State Warriors,112,0.0,0.0,1983
"Tue, Mar 8, 1983",Cleveland Cavaliers,102,Houston Rockets,99,0.0,0.0,1983
"Tue, Mar 8, 1983",Seattle SuperSonics,98,New York Knicks,107,0.0,0.0,1983
"Wed, Mar 9, 1983",Seattle SuperSonics,112,Boston Celtics,106,0.0,0.0,1983
"Wed, Mar 9, 1983",Portland Trail Blazers,101,Indiana Pacers,97,0.0,0.0,1983
"Wed, Mar 9, 1983",Dallas Mavericks,113,Kansas City Kings,129,0.0,0.0,1983
"Wed, Mar 9, 1983",San Diego Clippers,114,Los Angeles Lakers,119,0.0,0.0,1983
"Wed, Mar 9, 1983",Atlanta Hawks,100,Milwaukee Bucks,109,0.0,0.0,1983
"Wed, Mar 9, 1983",Phoenix Suns,105,San Antonio Spurs,108,0.0,0.0,1983
"Wed, Mar 9, 1983",Denver Nuggets,122,Utah Jazz,109,0.0,0.0,1983
"Wed, Mar 9, 1983",Chicago Bulls,92,Washington Bullets,110,0.0,0.0,1983
"Wed, Mar 9, 1983",New York Knicks,103,New Jersey Nets,92,0.0,0.0,1983
"Thu, Mar 10, 1983",Golden State Warriors,119,Houston Rockets,109,0.0,0.0,1983
"Fri, Mar 11, 1983",Seattle SuperSonics,127,Indiana Pacers,121,0.0,0.0,1983
"Fri, Mar 11, 1983",Kansas City Kings,100,Milwaukee Bucks,108,0.0,0.0,1983
"Fri, Mar 11, 1983",Chicago Bulls,123,San Diego Clippers,130,,0.0,1983
"Fri, Mar 11, 1983",Dallas Mavericks,110,Utah Jazz,119,0.0,0.0,1983
"Fri, Mar 11, 1983",Boston Celtics,93,New Jersey Nets,98,0.0,0.0,1983
"Sat, Mar 12, 1983",Atlanta Hawks,120,Detroit Pistons,119,0.0,0.0,1983
"Sat, Mar 12, 1983",Phoenix Suns,105,Houston Rockets,94,0.0,0.0,1983
"Sat, Mar 12, 1983",Chicago Bulls,116,Los Angeles Lakers,123,0.0,0.0,1983
"Sat, Mar 12, 1983",Portland Trail Blazers,95,New York Knicks,97,0.0,0.0,1983
"Sat, Mar 12, 1983",Golden State Warriors,120,San Antonio Spurs,131,0.0,0.0,1983
"Sat, Mar 12, 1983",Philadelphia 76ers,95,Washington Bullets,86,0.0,0.0,1983
"Sun, Mar 13, 1983",New York Knicks,122,Boston Celtics,110,0.0,0.0,1983
"Sun, Mar 13, 1983",San Diego Clippers,102,Dallas Mavericks,111,0.0,0.0,1983
"Sun, Mar 13, 1983",Utah Jazz,117,Denver Nuggets,130,0.0,0.0,1983
"Sun, Mar 13, 1983",Detroit Pistons,114,Indiana Pacers,118,0.0,0.0,1983
"Sun, Mar 13, 1983",Seattle SuperSonics,120,Kansas City Kings,115,1.0,0.0,1983
"Sun, Mar 13, 1983",Cleveland Cavaliers,83,Milwaukee Bucks,117,0.0,0.0,1983
"Sun, Mar 13, 1983",Washington Bullets,93,Philadelphia 76ers,97,0.0,0.0,1983
"Sun, Mar 13, 1983",Portland Trail Blazers,94,New Jersey Nets,109,0.0,0.0,1983
"Tue, Mar 15, 1983",Golden State Warriors,115,Denver Nuggets,139,0.0,0.0,1983
"Tue, Mar 15, 1983",Dallas Mavericks,123,Houston Rockets,110,0.0,0.0,1983
"Tue, Mar 15, 1983",Philadelphia 76ers,132,Indiana Pacers,128,0.0,0.0,1983
"Tue, Mar 15, 1983",Atlanta Hawks,97,New York Knicks,119,0.0,0.0,1983
"Tue, Mar 15, 1983",Chicago Bulls,108,Phoenix Suns,116,0.0,0.0,1983
"Tue, Mar 15, 1983",Kansas City Kings,98,Portland Trail Blazers,115,0.0,0.0,1983
"Tue, Mar 15, 1983",San Diego Clippers,109,San Antonio Spurs,130,0.0,0.0,1983
"Tue, Mar 15, 1983",Cleveland Cavaliers,92,Washington Bullets,95,1.0,0.0,1983
"Tue, Mar 15, 1983",Detroit Pistons,90,New Jersey Nets,109,0.0,0.0,1983
"Wed, Mar 16, 1983",Washington Bullets,81,Atlanta Hawks,94,1.0,0.0,1983
"Wed, Mar 16, 1983",New Jersey Nets,96,Cleveland Cavaliers,90,0.0,0.0,1983
"Wed, Mar 16, 1983",Utah Jazz,125,Detroit Pistons,115,0.0,0.0,1983
"Wed, Mar 16, 1983",Chicago Bulls,113,Golden State Warriors,111,0.0,0.0,1983
"Wed, Mar 16, 1983",Phoenix Suns,95,Los Angeles Lakers,104,0.0,0.0,1983
"Wed, Mar 16, 1983",New York Knicks,105,Milwaukee Bucks,93,0.0,0.0,1983
"Wed, Mar 16, 1983",Boston Celtics,100,Philadelphia 76ers,105,0.0,0.0,1983
"Wed, Mar 16, 1983",Kansas City Kings,102,Seattle SuperSonics,110,0.0,0.0,1983
"Thu, Mar 17, 1983",Indiana Pacers,105,Dallas Mavericks,120,0.0,0.0,1983
"Thu, Mar 17, 1983",Houston Rockets,99,Phoenix Suns,125,0.0,0.0,1983
"Thu, Mar 17, 1983",San Antonio Spurs,111,San Diego Clippers,101,0.0,0.0,1983
"Fri, Mar 18, 1983",New Jersey Nets,103,Boston Celtics,116,0.0,0.0,1983
"Fri, Mar 18, 1983",Atlanta Hawks,97,Cleveland Cavaliers,73,0.0,0.0,1983
"Fri, Mar 18, 1983",Milwaukee Bucks,99,Detroit Pistons,103,1.0,0.0,1983
"Fri, Mar 18, 1983",Houston Rockets,122,Golden State Warriors,120,0.0,0.0,1983
"Fri, Mar 18, 1983",Kansas City Kings,96,Los Angeles Lakers,109,0.0,0.0,1983
"Fri, Mar 18, 1983",Chicago Bulls,117,Portland Trail Blazers,101,0.0,0.0,1983
"Fri, Mar 18, 1983",Denver Nuggets,117,Seattle SuperSonics,147,0.0,0.0,1983
"Fri, Mar 18, 1983",New York Knicks,106,Washington Bullets,100,0.0,0.0,1983
"Sat, Mar 19, 1983",Utah Jazz,94,Atlanta Hawks,99,0.0,0.0,1983
"Sat, Mar 19, 1983",Philadelphia 76ers,105,Milwaukee Bucks,97,0.0,0.0,1983
"Sat, Mar 19, 1983",Washington Bullets,96,New York Knicks,90,0.0,0.0,1983
"Sat, Mar 19, 1983",Dallas Mavericks,112,Phoenix Suns,115,1.0,0.0,1983
"Sat, Mar 19, 1983",Indiana Pacers,118,San Antonio Spurs,138,0.0,0.0,1983
"Sat, Mar 19, 1983",Los Angeles Lakers,99,San Diego Clippers,107,0.0,0.0,1983
"Sun, Mar 20, 1983",Boston Celtics,90,Cleveland Cavaliers,79,0.0,0.0,1983
"Sun, Mar 20, 1983",Portland Trail Blazers,118,Denver Nuggets,106,0.0,0.0,1983
"Sun, Mar 20, 1983",Philadelphia 76ers,121,Detroit Pistons,119,0.0,0.0,1983
"Sun, Mar 20, 1983",Golden State Warriors,114,Kansas City Kings,128,0.0,0.0,1983
"Sun, Mar 20, 1983",Dallas Mavericks,110,Los Angeles Lakers,117,0.0,0.0,1983
"Sun, Mar 20, 1983",New Jersey Nets,92,Milwaukee Bucks,107,0.0,0.0,1983
"Sun, Mar 20, 1983",Chicago Bulls,116,Seattle SuperSonics,128,0.0,0.0,1983
"Tue, Mar 22, 1983",Detroit Pistons,134,Chicago Bulls,116,0.0,0.0,1983
"Tue, Mar 22, 1983",Golden State Warriors,102,Dallas Mavericks,111,0.0,0.0,1983
"Tue, Mar 22, 1983",Phoenix Suns,117,Denver Nuggets,130,0.0,0.0,1983
"Tue, Mar 22, 1983",Atlanta Hawks,111,Indiana Pacers,102,0.0,0.0,1983
"Tue, Mar 22, 1983",Cleveland Cavaliers,94,Kansas City Kings,117,0.0,0.0,1983
"Tue, Mar 22, 1983",Seattle SuperSonics,108,Los Angeles Lakers,123,0.0,0.0,1983
"Tue, Mar 22, 1983",Boston Celtics,108,Milwaukee Bucks,116,0.0,0.0,1983
"Tue, Mar 22, 1983",Philadelphia 76ers,76,New York Knicks,89,0.0,0.0,1983
"Tue, Mar 22, 1983",San Antonio Spurs,102,Portland Trail Blazers,119,0.0,0.0,1983
"Tue, Mar 22, 1983",Houston Rockets,98,San Diego Clippers,128,0.0,0.0,1983
"Tue, Mar 22, 1983",Utah Jazz,98,Washington Bullets,121,0.0,0.0,1983
"Wed, Mar 23, 1983",Atlanta Hawks,102,Boston Celtics,114,0.0,0.0,1983
"Wed, Mar 23, 1983",New York Knicks,81,Cleveland Cavaliers,84,0.0,0.0,1983
"Wed, Mar 23, 1983",Indiana Pacers,96,Detroit Pistons,109,0.0,0.0,1983
"Wed, Mar 23, 1983",Milwaukee Bucks,101,Philadelphia 76ers,104,1.0,0.0,1983
"Wed, Mar 23, 1983",San Antonio Spurs,117,Seattle SuperSonics,137,0.0,0.0,1983
"Wed, Mar 23, 1983",Utah Jazz,104,New Jersey Nets,124,0.0,0.0,1983
"Thu, Mar 24, 1983",Washington Bullets,102,Chicago Bulls,96,0.0,0.0,1983
"Thu, Mar 24, 1983",Kansas City Kings,95,Phoenix Suns,112,0.0,0.0,1983
"Thu, Mar 24, 1983",Houston Rockets,97,Portland Trail Blazers,104,0.0,0.0,1983
"Thu, Mar 24, 1983",Dallas Mavericks,118,San Diego Clippers,113,0.0,0.0,1983
"Fri, Mar 25, 1983",New York Knicks,104,Atlanta Hawks,87,0.0,0.0,1983
"Fri, Mar 25, 1983",Cleveland Cavaliers,102,Boston Celtics,124,0.0,0.0,1983
"Fri, Mar 25, 1983",Detroit Pistons,120,Denver Nuggets,131,0.0,0.0,1983
"Fri, Mar 25, 1983",Utah Jazz,117,Indiana Pacers,119,0.0,0.0,1983
"Fri, Mar 25, 1983",San Antonio Spurs,132,Los Angeles Lakers,120,0.0,0.0,1983
"Fri, Mar 25, 1983",Washington Bullets,97,Milwaukee Bucks,96,0.0,0.0,1983
"Fri, Mar 25, 1983",New Jersey Nets,101,Philadelphia 76ers,92,0.0,0.0,1983
"Fri, Mar 25, 1983",Houston Rockets,106,Seattle SuperSonics,104,0.0,0.0,1983
"Sat, Mar 26, 1983",Boston Celtics,108,Chicago Bulls,118,0.0,0.0,1983
"Sat, Mar 26, 1983",Kansas City Kings,114,Dallas Mavericks,111,0.0,0.0,1983
"Sat, Mar 26, 1983",Milwaukee Bucks,89,New York Knicks,81,0.0,0.0,1983
"Sat, Mar 26, 1983",Denver Nuggets,110,Phoenix Suns,124,0.0,0.0,1983
"Sat, Mar 26, 1983",Golden State Warriors,117,San Diego Clippers,121,1.0,0.0,1983
"Sat, Mar 26, 1983",Atlanta Hawks,81,New Jersey Nets,102,0.0,0.0,1983
"Sun, Mar 27, 1983",Portland Trail Blazers,95,Kansas City Kings,110,0.0,0.0,1983
"Sun, Mar 27, 1983",Houston Rockets,93,Los Angeles Lakers,114,0.0,0.0,1983
"Sun, Mar 27, 1983",Cleveland Cavaliers,80,Philadelphia 76ers,94,0.0,0.0,1983
"Sun, Mar 27, 1983",Seattle SuperSonics,122,Utah Jazz,108,0.0,0.0,1983
"Sun, Mar 27, 1983",Indiana Pacers,101,Washington Bullets,120,0.0,0.0,1983
"Tue, Mar 29, 1983",Cleveland Cavaliers,82,Atlanta Hawks,95,0.0,0.0,1983
"Tue, Mar 29, 1983",Philadelphia 76ers,95,Chicago Bulls,97,0.0,0.0,1983
"Tue, Mar 29, 1983",Dallas Mavericks,106,Golden State Warriors,109,0.0,0.0,1983
"Tue, Mar 29, 1983",Kansas City Kings,111,Houston Rockets,95,0.0,0.0,1983
"Tue, Mar 29, 1983",Boston Celtics,101,Indiana Pacers,130,0.0,0.0,1983
"Tue, Mar 29, 1983",San Diego Clippers,109,Los Angeles Lakers,127,0.0,0.0,1983
"Tue, Mar 29, 1983",Utah Jazz,107,Phoenix Suns,115,0.0,0.0,1983
"Tue, Mar 29, 1983",Detroit Pistons,107,Portland Trail Blazers,114,0.0,0.0,1983
"Tue, Mar 29, 1983",Denver Nuggets,129,San Antonio Spurs,136,0.0,0.0,1983
"Tue, Mar 29, 1983",Milwaukee Bucks,81,Washington Bullets,94,0.0,0.0,1983
"Wed, Mar 30, 1983",Indiana Pacers,116,Boston Celtics,142,0.0,0.0,1983
"Wed, Mar 30, 1983",Houston Rockets,95,Cleveland Cavaliers,102,0.0,0.0,1983
"Wed, Mar 30, 1983",Atlanta Hawks,113,Philadelphia 76ers,120,0.0,0.0,1983
"Wed, Mar 30, 1983",New York Knicks,97,San Diego Clippers,103,0.0,0.0,1983
"Wed, Mar 30, 1983",Detroit Pistons,124,Seattle SuperSonics,135,0.0,0.0,1983
"Wed, Mar 30, 1983",Dallas Mavericks,103,Utah Jazz,117,0.0,0.0,1983
"Wed, Mar 30, 1983",Washington Bullets,100,New Jersey Nets,97,0.0,0.0,1983
"Thu, Mar 31, 1983",Los Angeles Lakers,122,Denver Nuggets,116,0.0,0.0,1983
"Thu, Mar 31, 1983",Portland Trail Blazers,89,Phoenix Suns,106,0.0,0.0,1983
"Fri, Apr 1, 1983",Milwaukee Bucks,83,Boston Celtics,97,0.0,0.0,1983
"Fri, Apr 1, 1983",Atlanta Hawks,108,Chicago Bulls,107,0.0,0.0,1983
"Fri, Apr 1, 1983",Cleveland Cavaliers,111,Detroit Pistons,120,0.0,0.0,1983
"Fri, Apr 1, 1983",Washington Bullets,123,Indiana Pacers,109,0.0,0.0,1983
"Fri, Apr 1, 1983",New York Knicks,88,Los Angeles Lakers,102,0.0,0.0,1983
"Fri, Apr 1, 1983",New Jersey Nets,111,Philadelphia 76ers,104,0.0,0.0,1983
"Fri, Apr 1, 1983",Houston Rockets,99,San Antonio Spurs,124,0.0,0.0,1983
"Fri, Apr 1, 1983",Kansas City Kings,135,San Diego Clippers,119,0.0,0.0,1983
"Fri, Apr 1, 1983",Dallas Mavericks,95,Seattle SuperSonics,101,0.0,0.0,1983
"Fri, Apr 1, 1983",Golden State Warriors,108,Utah Jazz,112,0.0,0.0,1983
"Sat, Apr 2, 1983",Indiana Pacers,99,Atlanta Hawks,109,0.0,0.0,1983
"Sat, Apr 2, 1983",San Diego Clippers,99,Denver Nuggets,107,0.0,0.0,1983
"Sat, Apr 2, 1983",Kansas City Kings,122,Golden State Warriors,112,0.0,0.0,1983
"Sat, Apr 2, 1983",San Antonio Spurs,112,Houston Rockets,101,0.0,0.0,1983
"Sat, Apr 2, 1983",New York Knicks,108,Phoenix Suns,115,0.0,0.0,1983
"Sat, Apr 2, 1983",Dallas Mavericks,98,Portland Trail Blazers,110,0.0,0.0,1983
"Sat, Apr 2, 1983",Boston Celtics,120,Washington Bullets,117,1.0,0.0,1983
"Sat, Apr 2, 1983",Milwaukee Bucks,105,New Jersey Nets,103,0.0,0.0,1983
"Sun, Apr 3, 1983",Philadelphia 76ers,96,Cleveland Cavaliers,84,0.0,0.0,1983
"Sun, Apr 3, 1983",Chicago Bulls,107,Detroit Pistons,122,0.0,0.0,1983
"Mon, Apr 4, 1983",Los Angeles Lakers,111,Seattle SuperSonics,121,0.0,0.0,1983
"Tue, Apr 5, 1983",Boston Celtics,117,Atlanta Hawks,95,0.0,0.0,1983
"Tue, Apr 5, 1983",Cleveland Cavaliers,101,Chicago Bulls,91,0.0,0.0,1983
"Tue, Apr 5, 1983",Philadelphia 76ers,116,Milwaukee Bucks,108,0.0,0.0,1983
"Tue, Apr 5, 1983",Detroit Pistons,107,New York Knicks,110,1.0,0.0,1983
"Tue, Apr 5, 1983",Golden State Warriors,106,Phoenix Suns,126,0.0,0.0,1983
"Tue, Apr 5, 1983",Los Angeles Lakers,101,Portland Trail Blazers,107,0.0,0.0,1983
"Tue, Apr 5, 1983",Kansas City Kings,113,San Antonio Spurs,130,0.0,0.0,1983
"Tue, Apr 5, 1983",Seattle SuperSonics,115,San Diego Clippers,109,,0.0,1983
"Tue, Apr 5, 1983",Houston Rockets,97,Utah Jazz,126,0.0,0.0,1983
"Tue, Apr 5, 1983",New Jersey Nets,89,Washington Bullets,95,0.0,0.0,1983
"Wed, Apr 6, 1983",New York Knicks,98,Boston Celtics,102,0.0,0.0,1983
"Wed, Apr 6, 1983",Houston Rockets,101,Dallas Mavericks,99,0.0,0.0,1983
"Wed, Apr 6, 1983",Washington Bullets,96,Detroit Pistons,107,0.0,0.0,1983
"Wed, Apr 6, 1983",Denver Nuggets,113,Kansas City Kings,130,0.0,0.0,1983
"Wed, Apr 6, 1983",San Antonio Spurs,112,Philadelphia 76ers,109,0.0,0.0,1983
"Wed, Apr 6, 1983",Indiana Pacers,110,New Jersey Nets,121,0.0,0.0,1983
"Thu, Apr 7, 1983",Milwaukee Bucks,100,Cleveland Cavaliers,87,0.0,0.0,1983
"Thu, Apr 7, 1983",Portland Trail Blazers,107,Golden State Warriors,118,0.0,0.0,1983
"Thu, Apr 7, 1983",Los Angeles Lakers,117,Phoenix Suns,108,0.0,0.0,1983
"Thu, Apr 7, 1983",San Diego Clippers,96,Seattle SuperSonics,102,0.0,0.0,1983
"Fri, Apr 8, 1983",Chicago Bulls,101,Atlanta Hawks,138,0.0,0.0,1983
"Fri, Apr 8, 1983",Washington Bullets,107,Boston Celtics,99,0.0,0.0,1983
"Fri, Apr 8, 1983",Denver Nuggets,132,Dallas Mavericks,115,0.0,0.0,1983
"Fri, Apr 8, 1983",New Jersey Nets,92,Detroit Pistons,102,0.0,0.0,1983
"Fri, Apr 8, 1983",Utah Jazz,97,Kansas City Kings,112,0.0,0.0,1983
"Fri, Apr 8, 1983",Golden State Warriors,107,Los Angeles Lakers,118,0.0,0.0,1983
"Fri, Apr 8, 1983",San Antonio Spurs,100,New York Knicks,102,1.0,0.0,1983
"Fri, Apr 8, 1983",Indiana Pacers,118,Philadelphia 76ers,126,1.0,0.0,1983
"Fri, Apr 8, 1983",Phoenix Suns,99,Portland Trail Blazers,98,0.0,0.0,1983
"Sat, Apr 9, 1983",Milwaukee Bucks,115,Chicago Bulls,104,0.0,0.0,1983
"Sat, Apr 9, 1983",Denver Nuggets,123,Houston Rockets,105,0.0,0.0,1983
"Sat, Apr 9, 1983",Dallas Mavericks,122,San Antonio Spurs,111,0.0,0.0,1983
"Sat, Apr 9, 1983",Kansas City Kings,108,Utah Jazz,102,0.0,0.0,1983
"Sat, Apr 9, 1983",Atlanta Hawks,78,Washington Bullets,100,0.0,0.0,1983
"Sat, Apr 9, 1983",Cleveland Cavaliers,105,New Jersey Nets,115,0.0,0.0,1983
"Sun, Apr 10, 1983",Detroit Pistons,113,Boston Celtics,115,0.0,0.0,1983
"Sun, Apr 10, 1983",Indiana Pacers,105,Cleveland Cavaliers,110,0.0,0.0,1983
"Sun, Apr 10, 1983",San Diego Clippers,93,Golden State Warriors,102,0.0,0.0,1983
"Sun, Apr 10, 1983",Phoenix Suns,101,Los Angeles Lakers,95,0.0,0.0,1983
"Sun, Apr 10, 1983",Chicago Bulls,91,Milwaukee Bucks,121,0.0,0.0,1983
"Sun, Apr 10, 1983",New York Knicks,97,Philadelphia 76ers,113,0.0,0.0,1983
"Sun, Apr 10, 1983",Seattle SuperSonics,102,Portland Trail Blazers,93,0.0,0.0,1983
"Mon, Apr 11, 1983",Indiana Pacers,92,New York Knicks,121,0.0,0.0,1983
"Tue, Apr 12, 1983",Philadelphia 76ers,97,Atlanta Hawks,102,0.0,0.0,1983
"Tue, Apr 12, 1983",Kansas City Kings,112,Chicago Bulls,102,0.0,0.0,1983
"Tue, Apr 12, 1983",Phoenix Suns,115,Golden State Warriors,108,0.0,0.0,1983
"Tue, Apr 12, 1983",Los Angeles Lakers,114,Houston Rockets,113,0.0,0.0,1983
"Tue, Apr 12, 1983",Portland Trail Blazers,101,Seattle SuperSonics,106,0.0,0.0,1983
"Tue, Apr 12, 1983",Denver Nuggets,116,Utah Jazz,125,0.0,0.0,1983
"Tue, Apr 12, 1983",Boston Celtics,99,New Jersey Nets,93,0.0,0.0,1983
"Wed, Apr 13, 1983",Chicago Bulls,107,Cleveland Cavaliers,98,0.0,0.0,1983
"Wed, Apr 13, 1983",Utah Jazz,99,Dallas Mavericks,106,0.0,0.0,1983
"Wed, Apr 13, 1983",Houston Rockets,112,Denver Nuggets,131,0.0,0.0,1983
"Wed, Apr 13, 1983",Boston Celtics,101,Detroit Pistons,113,0.0,0.0,1983
"Wed, Apr 13, 1983",Milwaukee Bucks,90,Indiana Pacers,113,0.0,0.0,1983
"Wed, Apr 13, 1983",Atlanta Hawks,103,Kansas City Kings,114,0.0,0.0,1983
"Wed, Apr 13, 1983",New Jersey Nets,100,New York Knicks,108,0.0,0.0,1983
"Wed, Apr 13, 1983",Washington Bullets,95,Philadelphia 76ers,76,0.0,0.0,1983
"Wed, Apr 13, 1983",Seattle SuperSonics,96,Phoenix Suns,109,0.0,0.0,1983
"Wed, Apr 13, 1983",Los Angeles Lakers,109,San Antonio Spurs,114,0.0,0.0,1983
"Wed, Apr 13, 1983",Golden State Warriors,113,San Diego Clippers,92,0.0,0.0,1983
"Thu, Apr 14, 1983",Washington Bullets,90,Milwaukee Bucks,97,0.0,0.0,1983
"Thu, Apr 14, 1983",San Diego Clippers,83,Portland Trail Blazers,120,0.0,0.0,1983
"Fri, Apr 15, 1983",Chicago Bulls,120,Boston Celtics,117,0.0,0.0,1983
"Fri, Apr 15, 1983",Dallas Mavericks,126,Denver Nuggets,137,0.0,0.0,1983
"Fri, Apr 15, 1983",New York Knicks,100,Detroit Pistons,83,0.0,0.0,1983
"Fri, Apr 15, 1983",Cleveland Cavaliers,132,Indiana Pacers,124,1.0,0.0,1983
"Fri, Apr 15, 1983",Houston Rockets,102,Kansas City Kings,117,0.0,0.0,1983
"Fri, Apr 15, 1983",Seattle SuperSonics,99,Los Angeles Lakers,100,0.0,0.0,1983
"Fri, Apr 15, 1983",Golden State Warriors,106,Portland Trail Blazers,112,0.0,0.0,1983
"Fri, Apr 15, 1983",Utah Jazz,118,San Antonio Spurs,121,0.0,0.0,1983
