Date,Visitor,Visitor_Pts,Home,Home_Pts,OT,Playoffs,YR
"Sun, Jan 2, 1983",Denver Nuggets,104,Portland Trail Blazers,122,0.0,0.0,1983
"Tue, Jan 4, 1983",San Antonio Spurs,104,Atlanta Hawks,95,0.0,0.0,1983
"Tue, Jan 4, 1983",Detroit Pistons,138,Chicago Bulls,147,,0.0,1983
"Tue, Jan 4, 1983",Kansas City Kings,121,Denver Nuggets,137,0.0,0.0,1983
"Tue, Jan 4, 1983",Utah Jazz,100,Golden State Warriors,88,0.0,0.0,1983
"Tue, Jan 4, 1983",Boston Celtics,88,Houston Rockets,87,0.0,0.0,1983
"Tue, Jan 4, 1983",New Jersey Nets,102,Milwaukee Bucks,95,0.0,0.0,1983
"Tue, Jan 4, 1983",Phoenix Suns,97,New York Knicks,85,0.0,0.0,1983
"Tue, Jan 4, 1983",Indiana Pacers,117,Portland Trail Blazers,119,0.0,0.0,1983
"Tue, Jan 4, 1983",Dallas Mavericks,84,Washington Bullets,92,0.0,0.0,1983
"Wed, Jan 5, 1983",San Antonio Spurs,131,Dallas Mavericks,136,0.0,0.0,1983
"Wed, Jan 5, 1983",Cleveland Cavaliers,116,Detroit Pistons,130,0.0,0.0,1983
"Wed, Jan 5, 1983",Denver Nuggets,118,Kansas City Kings,138,0.0,0.0,1983
"Wed, Jan 5, 1983",Los Angeles Lakers,120,Philadelphia 76ers,122,1.0,0.0,1983
"Wed, Jan 5, 1983",Indiana Pacers,108,Seattle SuperSonics,104,0.0,0.0,1983
"Wed, Jan 5, 1983",San Diego Clippers,122,Utah Jazz,115,1.0,0.0,1983
"Thu, Jan 6, 1983",Los Angeles Lakers,125,Cleveland Cavaliers,107,0.0,0.0,1983
"Thu, Jan 6, 1983",Portland Trail Blazers,93,Golden State Warriors,94,0.0,0.0,1983
"Thu, Jan 6, 1983",Atlanta Hawks,99,New York Knicks,98,0.0,0.0,1983
"Thu, Jan 6, 1983",Houston Rockets,109,San Diego Clippers,107,0.0,0.0,1983
"Thu, Jan 6, 1983",Phoenix Suns,93,New Jersey Nets,94,0.0,0.0,1983
"Fri, Jan 7, 1983",Dallas Mavericks,102,Atlanta Hawks,110,0.0,0.0,1983
"Fri, Jan 7, 1983",New Jersey Nets,111,Chicago Bulls,98,0.0,0.0,1983
"Fri, Jan 7, 1983",Houston Rockets,97,Denver Nuggets,125,0.0,0.0,1983
"Fri, Jan 7, 1983",Phoenix Suns,108,Indiana Pacers,101,0.0,0.0,1983
"Fri, Jan 7, 1983",Utah Jazz,117,Kansas City Kings,139,0.0,0.0,1983
"Fri, Jan 7, 1983",Detroit Pistons,92,Milwaukee Bucks,109,0.0,0.0,1983
"Fri, Jan 7, 1983",Boston Celtics,116,San Antonio Spurs,113,0.0,0.0,1983
"Fri, Jan 7, 1983",Philadelphia 76ers,106,Washington Bullets,89,0.0,0.0,1983
"Sat, Jan 8, 1983",Chicago Bulls,89,Atlanta Hawks,109,0.0,0.0,1983
"Sat, Jan 8, 1983",Washington Bullets,82,Cleveland Cavaliers,98,0.0,0.0,1983
"Sat, Jan 8, 1983",Boston Celtics,114,Dallas Mavericks,110,0.0,0.0,1983
"Sat, Jan 8, 1983",Seattle SuperSonics,104,Golden State Warriors,110,0.0,0.0,1983
"Sat, Jan 8, 1983",Utah Jazz,87,Houston Rockets,82,0.0,0.0,1983
"Sat, Jan 8, 1983",Los Angeles Lakers,108,New York Knicks,90,0.0,0.0,1983
"Sat, Jan 8, 1983",Kansas City Kings,113,Philadelphia 76ers,125,0.0,0.0,1983
"Sat, Jan 8, 1983",Denver Nuggets,120,San Diego Clippers,122,0.0,0.0,1983
"Sun, Jan 9, 1983",Phoenix Suns,96,Milwaukee Bucks,106,0.0,0.0,1983
"Sun, Jan 9, 1983",Seattle SuperSonics,101,Portland Trail Blazers,110,0.0,0.0,1983
"Sun, Jan 9, 1983",Detroit Pistons,102,New Jersey Nets,110,0.0,0.0,1983
"Tue, Jan 11, 1983",Philadelphia 76ers,109,Atlanta Hawks,99,0.0,0.0,1983
"Tue, Jan 11, 1983",Phoenix Suns,109,Chicago Bulls,96,0.0,0.0,1983
"Tue, Jan 11, 1983",San Diego Clippers,105,Houston Rockets,97,0.0,0.0,1983
"Tue, Jan 11, 1983",Golden State Warriors,79,New York Knicks,103,0.0,0.0,1983
"Tue, Jan 11, 1983",Dallas Mavericks,101,San Antonio Spurs,109,0.0,0.0,1983
"Tue, Jan 11, 1983",Denver Nuggets,131,Seattle SuperSonics,119,0.0,0.0,1983
"Tue, Jan 11, 1983",Kansas City Kings,98,Utah Jazz,106,0.0,0.0,1983
"Tue, Jan 11, 1983",Los Angeles Lakers,96,New Jersey Nets,110,0.0,0.0,1983
"Wed, Jan 12, 1983",Golden State Warriors,117,Boston Celtics,139,0.0,0.0,1983
"Wed, Jan 12, 1983",Chicago Bulls,98,Cleveland Cavaliers,96,0.0,0.0,1983
"Wed, Jan 12, 1983",San Diego Clippers,110,Dallas Mavericks,112,0.0,0.0,1983
"Wed, Jan 12, 1983",Utah Jazz,118,Denver Nuggets,126,0.0,0.0,1983
"Wed, Jan 12, 1983",Washington Bullets,100,Detroit Pistons,116,0.0,0.0,1983
"Wed, Jan 12, 1983",New Jersey Nets,120,Indiana Pacers,114,0.0,0.0,1983
"Wed, Jan 12, 1983",San Antonio Spurs,113,Kansas City Kings,118,0.0,0.0,1983
"Wed, Jan 12, 1983",Milwaukee Bucks,121,Philadelphia 76ers,122,0.0,0.0,1983
"Thu, Jan 13, 1983",Cleveland Cavaliers,100,Milwaukee Bucks,110,0.0,0.0,1983
"Thu, Jan 13, 1983",Seattle SuperSonics,99,Phoenix Suns,102,0.0,0.0,1983
"Fri, Jan 14, 1983",New York Knicks,80,Atlanta Hawks,88,0.0,0.0,1983
"Fri, Jan 14, 1983",New Jersey Nets,108,Boston Celtics,133,0.0,0.0,1983
"Fri, Jan 14, 1983",Denver Nuggets,139,Dallas Mavericks,149,0.0,0.0,1983
"Fri, Jan 14, 1983",Philadelphia 76ers,115,Detroit Pistons,105,0.0,0.0,1983
"Fri, Jan 14, 1983",Chicago Bulls,126,Indiana Pacers,123,1.0,0.0,1983
"Fri, Jan 14, 1983",Houston Rockets,92,San Antonio Spurs,96,0.0,0.0,1983
"Fri, Jan 14, 1983",Kansas City Kings,120,San Diego Clippers,127,0.0,0.0,1983
"Fri, Jan 14, 1983",Portland Trail Blazers,102,Seattle SuperSonics,99,0.0,0.0,1983
"Fri, Jan 14, 1983",Golden State Warriors,116,Washington Bullets,104,0.0,0.0,1983
"Sat, Jan 15, 1983",Los Angeles Lakers,120,Atlanta Hawks,101,0.0,0.0,1983
"Sat, Jan 15, 1983",Milwaukee Bucks,128,Chicago Bulls,126,,0.0,1983
"Sat, Jan 15, 1983",Boston Celtics,86,Cleveland Cavaliers,90,0.0,0.0,1983
"Sat, Jan 15, 1983",Denver Nuggets,131,Houston Rockets,111,0.0,0.0,1983
"Sat, Jan 15, 1983",Indiana Pacers,105,Philadelphia 76ers,114,0.0,0.0,1983
"Sat, Jan 15, 1983",San Diego Clippers,101,Phoenix Suns,114,0.0,0.0,1983
"Sat, Jan 15, 1983",Kansas City Kings,110,Portland Trail Blazers,121,0.0,0.0,1983
"Sat, Jan 15, 1983",Washington Bullets,96,San Antonio Spurs,117,0.0,0.0,1983
"Sat, Jan 15, 1983",Dallas Mavericks,105,Utah Jazz,107,0.0,0.0,1983
"Sat, Jan 15, 1983",New York Knicks,96,New Jersey Nets,100,0.0,0.0,1983
"Sun, Jan 16, 1983",Golden State Warriors,108,Milwaukee Bucks,109,0.0,0.0,1983
"Sun, Jan 16, 1983",Utah Jazz,115,San Diego Clippers,111,0.0,0.0,1983
"Sun, Jan 16, 1983",Kansas City Kings,96,Seattle SuperSonics,111,0.0,0.0,1983
"Mon, Jan 17, 1983",Chicago Bulls,109,New York Knicks,119,0.0,0.0,1983
"Mon, Jan 17, 1983",Atlanta Hawks,102,New Jersey Nets,96,0.0,0.0,1983
"Tue, Jan 18, 1983",Philadelphia 76ers,98,Cleveland Cavaliers,90,0.0,0.0,1983
"Tue, Jan 18, 1983",Dallas Mavericks,112,Golden State Warriors,102,0.0,0.0,1983
"Tue, Jan 18, 1983",Washington Bullets,98,Houston Rockets,100,0.0,0.0,1983
"Tue, Jan 18, 1983",Boston Celtics,130,Indiana Pacers,126,0.0,0.0,1983
"Tue, Jan 18, 1983",Denver Nuggets,124,San Antonio Spurs,143,0.0,0.0,1983
"Wed, Jan 19, 1983",Seattle SuperSonics,111,Atlanta Hawks,116,0.0,0.0,1983
"Wed, Jan 19, 1983",Houston Rockets,93,Denver Nuggets,130,0.0,0.0,1983
"Wed, Jan 19, 1983",Milwaukee Bucks,106,Detroit Pistons,107,0.0,0.0,1983
"Wed, Jan 19, 1983",New York Knicks,88,Kansas City Kings,91,0.0,0.0,1983
"Wed, Jan 19, 1983",San Diego Clippers,104,Los Angeles Lakers,107,0.0,0.0,1983
"Wed, Jan 19, 1983",Chicago Bulls,106,Philadelphia 76ers,126,0.0,0.0,1983
"Wed, Jan 19, 1983",San Antonio Spurs,113,Phoenix Suns,118,0.0,0.0,1983
"Wed, Jan 19, 1983",Golden State Warriors,103,Utah Jazz,95,0.0,0.0,1983
"Thu, Jan 20, 1983",Portland Trail Blazers,112,Dallas Mavericks,121,0.0,0.0,1983
"Thu, Jan 20, 1983",Indiana Pacers,95,San Diego Clippers,100,0.0,0.0,1983
"Thu, Jan 20, 1983",Cleveland Cavaliers,97,Washington Bullets,89,0.0,0.0,1983
"Fri, Jan 21, 1983",Boston Celtics,117,Chicago Bulls,106,0.0,0.0,1983
"Fri, Jan 21, 1983",Denver Nuggets,121,Golden State Warriors,136,0.0,0.0,1983
"Fri, Jan 21, 1983",Houston Rockets,108,Kansas City Kings,115,0.0,0.0,1983
"Fri, Jan 21, 1983",San Antonio Spurs,110,Los Angeles Lakers,119,0.0,0.0,1983
"Fri, Jan 21, 1983",Washington Bullets,104,Milwaukee Bucks,111,0.0,0.0,1983
"Fri, Jan 21, 1983",Seattle SuperSonics,117,Philadelphia 76ers,130,0.0,0.0,1983
"Fri, Jan 21, 1983",Indiana Pacers,118,Phoenix Suns,117,0.0,0.0,1983
"Fri, Jan 21, 1983",New York Knicks,93,Utah Jazz,108,0.0,0.0,1983
"Fri, Jan 21, 1983",Cleveland Cavaliers,99,New Jersey Nets,105,0.0,0.0,1983
"Sat, Jan 22, 1983",Utah Jazz,88,Dallas Mavericks,126,0.0,0.0,1983
"Sat, Jan 22, 1983",New York Knicks,102,Denver Nuggets,98,0.0,0.0,1983
"Sat, Jan 22, 1983",Atlanta Hawks,109,Detroit Pistons,111,0.0,0.0,1983
"Sat, Jan 22, 1983",Portland Trail Blazers,113,Houston Rockets,96,1.0,0.0,1983
"Sat, Jan 22, 1983",Golden State Warriors,89,San Diego Clippers,99,0.0,0.0,1983
"Sat, Jan 22, 1983",Chicago Bulls,95,Washington Bullets,86,0.0,0.0,1983
"Sun, Jan 23, 1983",Cleveland Cavaliers,91,Boston Celtics,105,0.0,0.0,1983
"Sun, Jan 23, 1983",Phoenix Suns,102,Kansas City Kings,92,0.0,0.0,1983
"Sun, Jan 23, 1983",Indiana Pacers,102,Los Angeles Lakers,105,0.0,0.0,1983
"Sun, Jan 23, 1983",Philadelphia 76ers,96,Milwaukee Bucks,107,0.0,0.0,1983
"Sun, Jan 23, 1983",Portland Trail Blazers,108,San Antonio Spurs,107,0.0,0.0,1983
"Sun, Jan 23, 1983",Seattle SuperSonics,102,New Jersey Nets,105,0.0,0.0,1983
"Mon, Jan 24, 1983",Detroit Pistons,112,Atlanta Hawks,108,0.0,0.0,1983
"Mon, Jan 24, 1983",Boston Celtics,91,Washington Bullets,93,0.0,0.0,1983
"Tue, Jan 25, 1983",Phoenix Suns,94,Atlanta Hawks,96,0.0,0.0,1983
"Tue, Jan 25, 1983",Philadelphia 76ers,116,Chicago Bulls,99,0.0,0.0,1983
"Tue, Jan 25, 1983",Kansas City Kings,112,Denver Nuggets,119,0.0,0.0,1983
"Tue, Jan 25, 1983",New Jersey Nets,111,Houston Rockets,114,0.0,0.0,1983
"Tue, Jan 25, 1983",Dallas Mavericks,134,Indiana Pacers,126,0.0,0.0,1983
"Tue, Jan 25, 1983",Cleveland Cavaliers,78,New York Knicks,111,0.0,0.0,1983
"Tue, Jan 25, 1983",Los Angeles Lakers,125,Portland Trail Blazers,120,0.0,0.0,1983
"Tue, Jan 25, 1983",Milwaukee Bucks,115,San Diego Clippers,102,0.0,0.0,1983
"Tue, Jan 25, 1983",San Antonio Spurs,116,Utah Jazz,106,0.0,0.0,1983
"Wed, Jan 26, 1983",Washington Bullets,99,Boston Celtics,125,0.0,0.0,1983
"Wed, Jan 26, 1983",Chicago Bulls,124,Cleveland Cavaliers,119,0.0,0.0,1983
"Wed, Jan 26, 1983",Seattle SuperSonics,118,Detroit Pistons,109,0.0,0.0,1983
"Wed, Jan 26, 1983",Dallas Mavericks,125,Kansas City Kings,115,0.0,0.0,1983
"Wed, Jan 26, 1983",Milwaukee Bucks,113,Los Angeles Lakers,115,0.0,0.0,1983
"Wed, Jan 26, 1983",Phoenix Suns,102,Philadelphia 76ers,113,0.0,0.0,1983
"Thu, Jan 27, 1983",Golden State Warriors,84,Houston Rockets,98,0.0,0.0,1983
"Thu, Jan 27, 1983",San Antonio Spurs,143,Indiana Pacers,138,0.0,0.0,1983
"Thu, Jan 27, 1983",Utah Jazz,106,Portland Trail Blazers,120,0.0,0.0,1983
"Thu, Jan 27, 1983",Atlanta Hawks,100,San Diego Clippers,110,0.0,0.0,1983
"Thu, Jan 27, 1983",Seattle SuperSonics,86,Washington Bullets,99,0.0,0.0,1983
"Fri, Jan 28, 1983",Phoenix Suns,104,Boston Celtics,111,0.0,0.0,1983
"Fri, Jan 28, 1983",New York Knicks,93,Chicago Bulls,91,0.0,0.0,1983
"Fri, Jan 28, 1983",New Jersey Nets,115,Dallas Mavericks,110,0.0,0.0,1983
"Fri, Jan 28, 1983",Portland Trail Blazers,109,Denver Nuggets,118,0.0,0.0,1983
"Fri, Jan 28, 1983",Cleveland Cavaliers,107,Detroit Pistons,106,0.0,0.0,1983
"Fri, Jan 28, 1983",Philadelphia 76ers,114,Kansas City Kings,99,0.0,0.0,1983
"Fri, Jan 28, 1983",Atlanta Hawks,85,Los Angeles Lakers,109,0.0,0.0,1983
"Sat, Jan 29, 1983",Seattle SuperSonics,88,Cleveland Cavaliers,89,0.0,0.0,1983
"Sat, Jan 29, 1983",Houston Rockets,113,Dallas Mavericks,119,0.0,0.0,1983
"Sat, Jan 29, 1983",Chicago Bulls,126,Detroit Pistons,128,0.0,0.0,1983
"Sat, Jan 29, 1983",Milwaukee Bucks,102,Golden State Warriors,110,0.0,0.0,1983
"Sat, Jan 29, 1983",Kansas City Kings,122,Indiana Pacers,133,0.0,0.0,1983
"Sat, Jan 29, 1983",San Diego Clippers,106,New York Knicks,97,0.0,0.0,1983
"Sat, Jan 29, 1983",New Jersey Nets,109,San Antonio Spurs,120,0.0,0.0,1983
"Sat, Jan 29, 1983",Philadelphia 76ers,126,Utah Jazz,109,0.0,0.0,1983
"Sat, Jan 29, 1983",Phoenix Suns,82,Washington Bullets,88,0.0,0.0,1983
"Sun, Jan 30, 1983",Los Angeles Lakers,95,Boston Celtics,110,0.0,0.0,1983
"Mon, Jan 31, 1983",Chicago Bulls,104,Boston Celtics,110,0.0,0.0,1983
"Mon, Jan 31, 1983",Kansas City Kings,97,New York Knicks,114,0.0,0.0,1983
"Tue, Feb 1, 1983",Cleveland Cavaliers,84,Atlanta Hawks,93,0.0,0.0,1983
"Tue, Feb 1, 1983",Houston Rockets,76,Chicago Bulls,129,0.0,0.0,1983
"Tue, Feb 1, 1983",Philadelphia 76ers,133,Denver Nuggets,124,0.0,0.0,1983
"Tue, Feb 1, 1983",Milwaukee Bucks,115,Portland Trail Blazers,99,0.0,0.0,1983
"Tue, Feb 1, 1983",Indiana Pacers,111,New Jersey Nets,120,0.0,0.0,1983
"Wed, Feb 2, 1983",San Diego Clippers,110,Boston Celtics,120,0.0,0.0,1983
"Wed, Feb 2, 1983",New Jersey Nets,118,Cleveland Cavaliers,105,0.0,0.0,1983
"Wed, Feb 2, 1983",Los Angeles Lakers,120,Dallas Mavericks,122,0.0,0.0,1983
"Wed, Feb 2, 1983",Denver Nuggets,128,Houston Rockets,135,0.0,0.0,1983
"Wed, Feb 2, 1983",Detroit Pistons,135,Indiana Pacers,141,0.0,0.0,1983
"Wed, Feb 2, 1983",Utah Jazz,96,Phoenix Suns,112,0.0,0.0,1983
"Wed, Feb 2, 1983",New York Knicks,109,San Antonio Spurs,98,0.0,0.0,1983
"Wed, Feb 2, 1983",Milwaukee Bucks,114,Seattle SuperSonics,117,0.0,0.0,1983
"Wed, Feb 2, 1983",Kansas City Kings,117,Washington Bullets,115,0.0,0.0,1983
"Thu, Feb 3, 1983",Denver Nuggets,126,Atlanta Hawks,112,0.0,0.0,1983
"Thu, Feb 3, 1983",San Diego Clippers,115,Detroit Pistons,108,0.0,0.0,1983
"Thu, Feb 3, 1983",Philadelphia 76ers,117,Golden State Warriors,111,0.0,0.0,1983
"Fri, Feb 4, 1983",Atlanta Hawks,92,Cleveland Cavaliers,81,0.0,0.0,1983
"Fri, Feb 4, 1983",New York Knicks,120,Dallas Mavericks,101,0.0,0.0,1983
"Fri, Feb 4, 1983",Boston Celtics,102,Indiana Pacers,93,0.0,0.0,1983
"Fri, Feb 4, 1983",Los Angeles Lakers,143,Kansas City Kings,125,0.0,0.0,1983
"Fri, Feb 4, 1983",Houston Rockets,99,Phoenix Suns,115,0.0,0.0,1983
"Fri, Feb 4, 1983",Philadelphia 76ers,109,Portland Trail Blazers,115,0.0,0.0,1983
"Fri, Feb 4, 1983",San Antonio Spurs,103,Seattle SuperSonics,115,0.0,0.0,1983
"Fri, Feb 4, 1983",Milwaukee Bucks,122,Utah Jazz,110,0.0,0.0,1983
"Fri, Feb 4, 1983",San Diego Clippers,93,Washington Bullets,100,0.0,0.0,1983
"Fri, Feb 4, 1983",Chicago Bulls,98,New Jersey Nets,120,0.0,0.0,1983
"Sat, Feb 5, 1983",Cleveland Cavaliers,113,Chicago Bulls,117,0.0,0.0,1983
"Sat, Feb 5, 1983",Utah Jazz,136,Denver Nuggets,143,0.0,0.0,1983
"Sat, Feb 5, 1983",New Jersey Nets,101,Detroit Pistons,111,0.0,0.0,1983
"Sat, Feb 5, 1983",San Antonio Spurs,102,Golden State Warriors,106,0.0,0.0,1983
"Sat, Feb 5, 1983",New York Knicks,102,Houston Rockets,101,0.0,0.0,1983
"Sun, Feb 6, 1983",Atlanta Hawks,116,Boston Celtics,111,0.0,0.0,1983
"Sun, Feb 6, 1983",San Diego Clippers,107,Cleveland Cavaliers,110,0.0,0.0,1983
"Sun, Feb 6, 1983",Phoenix Suns,109,Golden State Warriors,92,0.0,0.0,1983
"Sun, Feb 6, 1983",Kansas City Kings,106,Los Angeles Lakers,116,0.0,0.0,1983
"Sun, Feb 6, 1983",Dallas Mavericks,112,Portland Trail Blazers,105,0.0,0.0,1983
"Sun, Feb 6, 1983",Philadelphia 76ers,97,Seattle SuperSonics,96,0.0,0.0,1983
"Sun, Feb 6, 1983",Indiana Pacers,99,Washington Bullets,103,0.0,0.0,1983
"Mon, Feb 7, 1983",Indiana Pacers,99,New York Knicks,105,0.0,0.0,1983
"Tue, Feb 8, 1983",New Jersey Nets,115,Atlanta Hawks,109,0.0,0.0,1983
"Tue, Feb 8, 1983",Portland Trail Blazers,109,Chicago Bulls,93,0.0,0.0,1983
"Tue, Feb 8, 1983",Kansas City Kings,115,Houston Rockets,116,1.0,0.0,1983
"Tue, Feb 8, 1983",Dallas Mavericks,112,Phoenix Suns,100,0.0,0.0,1983
"Tue, Feb 8, 1983",Detroit Pistons,143,San Antonio Spurs,147,1.0,0.0,1983
"Tue, Feb 8, 1983",Denver Nuggets,98,San Diego Clippers,125,0.0,0.0,1983
"Tue, Feb 8, 1983",Los Angeles Lakers,121,Seattle SuperSonics,118,0.0,0.0,1983
"Tue, Feb 8, 1983",Boston Celtics,101,Washington Bullets,104,1.0,0.0,1983
"Wed, Feb 9, 1983",New York Knicks,96,Boston Celtics,106,0.0,0.0,1983
"Wed, Feb 9, 1983",Milwaukee Bucks,94,Cleveland Cavaliers,104,0.0,0.0,1983
"Wed, Feb 9, 1983",Detroit Pistons,113,Dallas Mavericks,122,0.0,0.0,1983
"Wed, Feb 9, 1983",Seattle SuperSonics,125,Denver Nuggets,134,0.0,0.0,1983
"Wed, Feb 9, 1983",Golden State Warriors,98,Kansas City Kings,103,0.0,0.0,1983
"Wed, Feb 9, 1983",Utah Jazz,99,Los Angeles Lakers,113,0.0,0.0,1983
"Wed, Feb 9, 1983",Atlanta Hawks,93,Philadelphia 76ers,106,0.0,0.0,1983
"Wed, Feb 9, 1983",Indiana Pacers,90,New Jersey Nets,105,0.0,0.0,1983
"Thu, Feb 10, 1983",Philadelphia 76ers,116,Chicago Bulls,110,0.0,0.0,1983
"Thu, Feb 10, 1983",Cleveland Cavaliers,99,Indiana Pacers,95,0.0,0.0,1983
"Thu, Feb 10, 1983",Portland Trail Blazers,92,Milwaukee Bucks,102,0.0,0.0,1983
"Thu, Feb 10, 1983",Golden State Warriors,109,San Antonio Spurs,128,0.0,0.0,1983
"Thu, Feb 10, 1983",Phoenix Suns,100,San Diego Clippers,101,0.0,0.0,1983
"Thu, Feb 10, 1983",Seattle SuperSonics,105,Utah Jazz,99,0.0,0.0,1983
"Thu, Feb 10, 1983",Houston Rockets,100,Washington Bullets,104,0.0,0.0,1983
"Tue, Feb 15, 1983",Indiana Pacers,113,Chicago Bulls,110,0.0,0.0,1983
"Tue, Feb 15, 1983",Washington Bullets,93,Golden State Warriors,111,0.0,0.0,1983
"Tue, Feb 15, 1983",Atlanta Hawks,101,Houston Rockets,91,0.0,0.0,1983
"Tue, Feb 15, 1983",San Antonio Spurs,124,Los Angeles Lakers,103,0.0,0.0,1983
"Tue, Feb 15, 1983",San Diego Clippers,106,Portland Trail Blazers,115,0.0,0.0,1983
"Wed, Feb 16, 1983",Dallas Mavericks,96,Cleveland Cavaliers,99,0.0,0.0,1983
"Wed, Feb 16, 1983",Chicago Bulls,117,Indiana Pacers,113,0.0,0.0,1983
"Wed, Feb 16, 1983",Phoenix Suns,111,Kansas City Kings,102,0.0,0.0,1983
"Wed, Feb 16, 1983",Detroit Pistons,121,Milwaukee Bucks,126,1.0,0.0,1983
"Wed, Feb 16, 1983",Denver Nuggets,95,Philadelphia 76ers,116,0.0,0.0,1983
"Wed, Feb 16, 1983",Boston Celtics,108,Seattle SuperSonics,100,0.0,0.0,1983
"Wed, Feb 16, 1983",San Antonio Spurs,101,Utah Jazz,112,0.0,0.0,1983
"Thu, Feb 17, 1983",Los Angeles Lakers,127,Dallas Mavericks,110,0.0,0.0,1983
"Thu, Feb 17, 1983",Houston Rockets,110,Detroit Pistons,113,0.0,0.0,1983
"Thu, Feb 17, 1983",San Diego Clippers,112,Golden State Warriors,102,0.0,0.0,1983
"Thu, Feb 17, 1983",Cleveland Cavaliers,92,New York Knicks,108,0.0,0.0,1983
"Thu, Feb 17, 1983",Boston Celtics,114,Portland Trail Blazers,121,0.0,0.0,1983
"Thu, Feb 17, 1983",Denver Nuggets,117,New Jersey Nets,108,0.0,0.0,1983
"Fri, Feb 18, 1983",Los Angeles Lakers,118,Kansas City Kings,124,0.0,0.0,1983
"Fri, Feb 18, 1983",Indiana Pacers,94,Milwaukee Bucks,121,0.0,0.0,1983
"Fri, Feb 18, 1983",Houston Rockets,98,Philadelphia 76ers,127,0.0,0.0,1983
"Fri, Feb 18, 1983",Washington Bullets,112,Seattle SuperSonics,115,0.0,0.0,1983
"Fri, Feb 18, 1983",Portland Trail Blazers,101,Utah Jazz,97,0.0,0.0,1983
"Sat, Feb 19, 1983",Atlanta Hawks,100,Dallas Mavericks,122,0.0,0.0,1983
"Sat, Feb 19, 1983",Phoenix Suns,101,Detroit Pistons,112,0.0,0.0,1983
"Sat, Feb 19, 1983",Boston Celtics,109,Golden State Warriors,115,0.0,0.0,1983
"Sat, Feb 19, 1983",Denver Nuggets,115,New York Knicks,124,0.0,0.0,1983
"Sun, Feb 20, 1983",Dallas Mavericks,111,Chicago Bulls,124,0.0,0.0,1983
"Sun, Feb 20, 1983",Phoenix Suns,103,Cleveland Cavaliers,81,0.0,0.0,1983
"Sun, Feb 20, 1983",Los Angeles Lakers,126,Indiana Pacers,112,0.0,0.0,1983
"Sun, Feb 20, 1983",Houston Rockets,106,Kansas City Kings,128,0.0,0.0,1983
"Sun, Feb 20, 1983",New Jersey Nets,108,Milwaukee Bucks,109,0.0,0.0,1983
"Sun, Feb 20, 1983",New York Knicks,89,Philadelphia 76ers,104,0.0,0.0,1983
"Sun, Feb 20, 1983",Washington Bullets,95,Portland Trail Blazers,104,0.0,0.0,1983
"Sun, Feb 20, 1983",Atlanta Hawks,100,San Antonio Spurs,103,0.0,0.0,1983
"Sun, Feb 20, 1983",Utah Jazz,97,San Diego Clippers,107,0.0,0.0,1983
"Sun, Feb 20, 1983",Golden State Warriors,112,Seattle SuperSonics,116,0.0,0.0,1983
"Tue, Feb 22, 1983",Golden State Warriors,109,Atlanta Hawks,97,0.0,0.0,1983
"Tue, Feb 22, 1983",Denver Nuggets,133,Chicago Bulls,144,0.0,0.0,1983
"Tue, Feb 22, 1983",Portland Trail Blazers,113,Houston Rockets,107,0.0,0.0,1983
"Tue, Feb 22, 1983",New Jersey Nets,110,Indiana Pacers,108,0.0,0.0,1983
"Tue, Feb 22, 1983",Dallas Mavericks,106,New York Knicks,108,0.0,0.0,1983
"Tue, Feb 22, 1983",Milwaukee Bucks,105,Phoenix Suns,112,0.0,0.0,1983
"Tue, Feb 22, 1983",San Diego Clippers,101,Seattle SuperSonics,117,0.0,0.0,1983
"Tue, Feb 22, 1983",Washington Bullets,99,Utah Jazz,98,0.0,0.0,1983
"Wed, Feb 23, 1983",Golden State Warriors,98,Cleveland Cavaliers,99,0.0,0.0,1983
"Wed, Feb 23, 1983",New York Knicks,120,Detroit Pistons,107,0.0,0.0,1983
"Wed, Feb 23, 1983",Washington Bullets,107,Kansas City Kings,113,0.0,0.0,1983
"Wed, Feb 23, 1983",Boston Celtics,113,Los Angeles Lakers,104,0.0,0.0,1983
"Wed, Feb 23, 1983",Dallas Mavericks,101,Philadelphia 76ers,133,0.0,0.0,1983
"Wed, Feb 23, 1983",Portland Trail Blazers,114,San Antonio Spurs,124,0.0,0.0,1983
"Wed, Feb 23, 1983",Chicago Bulls,86,New Jersey Nets,119,0.0,0.0,1983
"Thu, Feb 24, 1983",Detroit Pistons,107,Atlanta Hawks,116,0.0,0.0,1983
"Thu, Feb 24, 1983",Seattle SuperSonics,129,Denver Nuggets,138,0.0,0.0,1983
"Thu, Feb 24, 1983",Milwaukee Bucks,114,Houston Rockets,103,0.0,0.0,1983
"Thu, Feb 24, 1983",Boston Celtics,107,San Diego Clippers,122,0.0,0.0,1983
"Thu, Feb 24, 1983",Phoenix Suns,110,Utah Jazz,103,0.0,0.0,1983
"Fri, Feb 25, 1983",Portland Trail Blazers,117,Dallas Mavericks,133,0.0,0.0,1983
"Fri, Feb 25, 1983",New York Knicks,113,Indiana Pacers,101,0.0,0.0,1983
"Fri, Feb 25, 1983",San Antonio Spurs,131,Kansas City Kings,125,0.0,0.0,1983
"Fri, Feb 25, 1983",Chicago Bulls,111,Philadelphia 76ers,116,0.0,0.0,1983
"Fri, Feb 25, 1983",Phoenix Suns,106,Seattle SuperSonics,101,0.0,0.0,1983
