Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YR
9,Portland Trail Blazers,82,19755,42.2,86.8,0.486,0.7,2.3,0.293,41.5,84.5,0.491,18.9,24.6,0.768,13.6,28.4,42.0,24.9,7.9,6.0,18.6,26.9,103.9,1983
10,Boston Celtics,82,19830,40.4,86.1,0.47,0.6,2.1,0.267,39.9,84.0,0.475,20.4,26.8,0.759,13.8,27.8,41.6,23.6,8.1,4.0,18.7,24.9,101.8,1983
11,Seattle SuperSonics,82,19805,41.6,90.5,0.46,0.6,2.3,0.249,41.1,88.2,0.466,19.0,25.6,0.7390000000000001,15.4,28.2,43.6,25.2,8.5,4.2,16.9,25.3,102.8,1983
12,Los Angeles Lakers,82,19730,43.8,89.2,0.49,0.6,2.5,0.259,43.1,86.8,0.49700000000000005,17.0,23.5,0.725,15.2,25.4,40.5,28.0,9.0,4.5,18.3,21.8,105.2,1983
13,San Antonio Spurs,82,19780,42.9,88.4,0.485,0.6,2.4,0.254,42.3,86.1,0.49200000000000005,20.1,26.3,0.7659999999999999,13.6,26.6,40.2,27.3,7.7,5.4,16.8,25.8,106.6,1983
14,Houston Rockets,82,19730,43.3,86.2,0.503,0.4,1.5,0.264,43.0,84.8,0.507,21.2,28.3,0.75,14.3,32.3,46.5,26.8,9.2,4.8,17.9,23.0,108.3,1983
15,Golden State Warriors,82,19780,43.2,84.7,0.51,0.5,1.9,0.251,42.7,82.7,0.517,20.4,27.9,0.732,14.6,29.1,43.7,25.3,8.8,5.7,19.7,23.6,107.4,1983
16,Kansas City Kings,82,19780,40.2,82.6,0.48700000000000004,0.5,2.1,0.213,39.8,80.4,0.494,24.0,32.9,0.73,14.2,27.4,41.6,22.7,9.2,5.0,19.5,25.6,104.9,1983
17,Detroit Pistons,82,19880,43.4,87.6,0.495,0.2,2.1,0.115,43.1,85.5,0.504,18.8,26.1,0.72,14.4,29.6,44.0,25.7,8.7,6.4,18.0,26.5,105.8,1983
18,Dallas Mavericks,82,19730,44.5,88.5,0.502,0.6,2.4,0.262,43.9,86.2,0.509,20.2,27.8,0.728,14.4,28.8,43.2,27.1,7.2,6.7,16.4,26.4,109.8,1983
19,Utah Jazz,82,19755,43.0,89.8,0.478,0.5,2.3,0.24100000000000002,42.4,87.5,0.484,18.6,25.9,0.7190000000000001,16.3,30.2,46.5,24.9,9.4,5.1,18.1,23.8,105.1,1983
20,San Diego Clippers,82,19830,42.9,81.2,0.529,0.4,1.5,0.24600000000000002,42.6,79.7,0.534,23.1,30.9,0.748,12.9,27.8,40.7,24.7,9.3,6.1,20.3,23.1,109.3,1983
21,Indiana Pacers,82,19830,43.9,84.8,0.517,0.5,1.7,0.282,43.4,83.2,0.522,21.1,28.1,0.752,14.0,29.9,43.9,26.1,8.9,5.1,19.1,22.0,109.4,1983
22,Chicago Bulls,82,19905,43.4,87.6,0.495,0.5,2.0,0.261,42.8,85.6,0.5,20.7,27.7,0.7490000000000001,13.6,27.9,41.5,25.3,9.6,7.2,16.6,25.7,108.0,1983
23,Denver Nuggets,82,19730,44.5,88.1,0.505,0.8,2.7,0.281,43.7,85.4,0.512,19.4,26.0,0.747,14.9,29.3,44.1,25.9,7.9,6.6,17.8,25.6,109.1,1983
1,Milwaukee Bucks,82,19905,39.9,87.5,0.456,0.5,2.5,0.207,39.4,85.0,0.46299999999999997,23.3,31.0,0.7509999999999999,15.6,27.8,43.4,24.4,8.1,4.0,17.5,26.0,103.6,1984
2,Atlanta Hawks,82,19855,41.6,86.8,0.479,0.5,2.3,0.21100000000000002,41.1,84.5,0.486,23.3,30.2,0.7709999999999999,15.1,30.6,45.7,25.7,7.3,5.4,17.9,26.5,106.9,1984
3,New York Knicks,82,19855,39.8,81.6,0.488,0.6,2.3,0.275,39.2,79.3,0.494,22.9,30.2,0.758,12.8,26.5,39.3,25.0,8.8,4.8,20.5,26.8,103.1,1984
4,Boston Celtics,82,19955,41.8,88.9,0.47,0.9,2.6,0.324,40.9,86.3,0.474,20.0,25.8,0.774,13.3,26.9,40.1,23.6,8.5,4.0,16.0,25.2,104.4,1984
5,Philadelphia 76ers,82,19955,41.4,86.2,0.48,0.6,2.5,0.22699999999999998,40.8,83.7,0.488,21.2,28.6,0.742,14.9,27.0,41.9,24.9,9.7,5.8,18.8,27.0,104.6,1984
6,Washington Bullets,82,19905,42.9,87.7,0.489,0.5,2.1,0.215,42.4,85.6,0.496,20.9,27.4,0.763,12.8,29.5,42.3,25.2,8.7,6.1,15.8,25.0,107.2,1984
7,Cleveland Cavaliers,82,19855,41.9,86.0,0.48700000000000004,0.6,2.4,0.263,41.3,83.7,0.493,24.1,31.6,0.763,12.2,29.9,42.1,26.6,7.2,4.9,15.2,23.7,108.5,1984
8,Seattle SuperSonics,82,19780,43.6,89.3,0.489,0.7,2.8,0.237,43.0,86.5,0.49700000000000005,20.1,26.4,0.763,14.2,29.3,43.5,27.7,8.1,4.7,16.2,25.5,108.1,1984
9,Chicago Bulls,82,19980,42.2,85.3,0.494,0.4,2.2,0.203,41.7,83.1,0.502,22.7,29.8,0.763,13.5,28.8,42.3,26.9,9.5,6.2,18.2,25.4,107.5,1984
10,New Jersey Nets,82,19805,40.2,82.0,0.491,0.6,2.1,0.265,39.7,79.9,0.49700000000000005,24.0,31.5,0.7609999999999999,12.9,27.1,40.0,22.5,9.2,4.9,19.7,25.4,105.0,1984
11,Indiana Pacers,82,19780,42.2,85.2,0.495,0.3,1.7,0.19899999999999998,41.9,83.5,0.501,21.7,28.7,0.757,14.2,30.5,44.6,25.2,9.0,5.3,18.9,22.9,106.5,1984
12,Portland Trail Blazers,82,19805,42.7,83.2,0.514,0.7,2.5,0.27399999999999997,42.1,80.7,0.521,21.5,28.4,0.76,12.7,26.2,38.9,25.4,7.8,5.3,19.6,26.2,107.7,1984
13,Dallas Mavericks,82,19955,44.1,88.5,0.499,0.8,2.7,0.284,43.4,85.8,0.506,20.5,26.7,0.768,14.3,28.5,42.8,25.9,7.7,5.1,16.8,26.9,109.6,1984
14,Phoenix Suns,82,19780,42.0,84.5,0.49700000000000005,0.6,2.6,0.247,41.3,81.9,0.505,23.4,30.4,0.77,12.7,27.9,40.7,24.6,8.1,3.6,17.7,24.4,108.0,1984
15,Kansas City Kings,82,19755,42.5,84.7,0.502,0.4,1.9,0.201,42.1,82.7,0.509,22.5,29.6,0.7609999999999999,13.3,28.2,41.5,24.9,7.8,5.8,18.7,25.9,108.0,1984
16,Los Angeles Lakers,82,19780,43.0,88.9,0.483,0.7,2.6,0.28300000000000003,42.2,86.3,0.489,20.6,27.5,0.7509999999999999,14.7,25.2,39.9,26.5,9.3,4.4,16.9,23.1,107.3,1984
17,Golden State Warriors,82,19830,43.6,84.5,0.517,0.4,2.0,0.21100000000000002,43.2,82.5,0.524,21.1,27.8,0.758,14.2,29.4,43.6,25.2,8.1,5.8,19.8,26.3,108.8,1984
18,Detroit Pistons,82,19905,42.5,85.6,0.496,0.6,2.3,0.262,41.9,83.3,0.503,22.5,29.9,0.753,13.5,28.5,42.0,25.5,7.2,6.1,17.2,25.4,108.1,1984
19,Houston Rockets,82,19755,41.6,86.0,0.483,0.5,1.8,0.268,41.1,84.2,0.488,24.6,32.5,0.755,13.9,28.5,42.4,23.5,9.1,4.9,16.5,22.2,108.2,1984
20,Utah Jazz,82,19780,43.3,91.0,0.47600000000000003,0.5,2.4,0.221,42.8,88.6,0.483,20.8,27.9,0.745,16.9,28.5,45.3,25.9,8.6,5.4,16.6,25.4,108.0,1984
21,San Diego Clippers,82,19730,45.4,89.1,0.509,0.6,2.2,0.28300000000000003,44.7,86.8,0.515,21.0,26.9,0.7829999999999999,13.4,26.0,39.4,28.5,8.7,5.5,14.9,24.6,112.4,1984
22,San Antonio Spurs,82,19980,45.1,89.2,0.505,0.6,2.4,0.24100000000000002,44.5,86.7,0.513,20.7,27.4,0.758,14.6,27.7,42.3,28.4,7.4,5.2,16.1,24.7,111.4,1984
23,Denver Nuggets,82,19805,44.1,85.0,0.518,0.7,2.2,0.302,43.4,82.7,0.524,23.5,31.4,0.7490000000000001,13.5,30.0,43.5,26.9,7.4,6.0,16.9,24.9,112.3,1984
1,Atlanta Hawks,82,19730,39.4,87.4,0.451,1.6,5.3,0.3,37.8,82.0,0.461,24.8,32.4,0.765,14.9,28.4,43.4,23.9,7.7,4.8,16.4,25.4,105.2,1987
2,Chicago Bulls,82,19830,42.1,87.3,0.483,1.5,4.3,0.341,40.7,83.0,0.49,21.9,28.5,0.769,13.0,29.3,42.2,25.6,7.4,6.2,16.0,23.3,107.6,1987
3,Houston Rockets,82,19780,40.7,87.8,0.46299999999999997,1.2,4.3,0.282,39.5,83.5,0.473,22.9,29.4,0.779,14.2,28.7,42.9,25.8,8.8,4.5,16.6,23.4,105.5,1987
4,Boston Celtics,82,19805,42.6,92.2,0.46299999999999997,1.5,5.0,0.306,41.1,87.2,0.47200000000000003,20.0,26.4,0.758,15.2,28.1,43.3,25.3,8.9,4.2,14.2,23.5,106.8,1987
5,Milwaukee Bucks,82,19780,39.3,83.5,0.47,1.5,5.0,0.289,37.8,78.5,0.48200000000000004,25.6,33.8,0.757,14.4,30.0,44.4,24.4,8.0,5.6,18.8,24.5,105.6,1987
6,Philadelphia 76ers,82,19880,43.9,89.4,0.491,1.5,5.2,0.28600000000000003,42.4,84.2,0.504,19.3,25.4,0.757,15.1,27.3,42.4,27.3,10.1,5.5,17.0,24.6,108.5,1987
7,Indiana Pacers,82,19930,40.7,84.9,0.48,1.3,4.2,0.299,39.5,80.7,0.489,23.9,31.5,0.759,13.6,31.5,45.1,24.6,8.0,5.8,17.3,22.6,106.6,1987
8,Washington Bullets,82,19705,42.8,90.6,0.473,1.3,4.4,0.29100000000000004,41.6,86.3,0.48200000000000004,20.1,26.5,0.758,16.2,30.2,46.4,26.1,8.5,6.7,17.5,23.6,107.0,1987
9,Utah Jazz,82,19755,39.4,86.4,0.456,1.7,5.3,0.317,37.7,81.1,0.465,23.2,30.2,0.77,15.4,31.0,46.5,23.7,8.5,5.4,18.6,23.5,103.7,1987
10,Detroit Pistons,82,19830,40.4,87.5,0.462,1.6,5.0,0.317,38.8,82.5,0.47100000000000003,23.4,31.2,0.748,13.7,28.0,41.7,24.3,8.0,5.7,15.5,24.8,105.8,1987
11,Cleveland Cavaliers,82,19755,42.6,89.2,0.478,1.1,4.1,0.278,41.5,85.1,0.488,20.0,26.5,0.753,15.0,28.7,43.8,24.7,9.7,5.7,16.8,24.9,106.4,1987
12,Los Angeles Lakers,82,19730,42.2,90.2,0.467,1.5,5.2,0.28300000000000003,40.7,85.0,0.479,20.7,27.1,0.764,15.3,26.0,41.4,26.5,8.6,4.8,16.4,24.0,106.5,1987
13,New York Knicks,82,19780,43.1,87.9,0.49,1.2,4.4,0.263,41.9,83.5,0.502,23.7,31.2,0.7609999999999999,16.4,30.1,46.5,26.5,9.4,4.9,17.4,24.0,111.1,1987
14,Dallas Mavericks,82,19880,43.1,90.1,0.478,1.5,5.2,0.295,41.5,84.9,0.489,21.0,27.5,0.763,15.1,28.7,43.7,27.7,6.9,5.1,16.0,25.7,108.7,1987
15,Seattle SuperSonics,82,19855,41.7,87.0,0.479,1.1,3.8,0.287,40.6,83.2,0.488,25.7,33.5,0.768,14.7,27.0,41.7,24.0,8.7,4.9,15.9,24.1,110.3,1987
16,San Antonio Spurs,82,19805,44.1,87.1,0.507,1.3,4.5,0.28,42.9,82.6,0.519,21.3,28.2,0.755,13.1,29.3,42.4,28.3,8.3,5.5,16.9,22.0,110.8,1987
17,New Jersey Nets,82,19855,40.6,84.6,0.48,1.4,4.3,0.322,39.2,80.2,0.488,27.9,35.8,0.78,13.4,27.9,41.3,23.2,9.7,6.7,16.1,25.2,110.5,1987
18,Phoenix Suns,82,19855,42.9,86.9,0.494,1.5,4.7,0.311,41.5,82.3,0.504,23.0,30.5,0.7559999999999999,14.6,27.9,42.5,26.6,9.5,5.2,16.9,24.1,110.3,1987
19,Sacramento Kings,82,19780,43.8,89.4,0.489,1.5,4.7,0.316,42.3,84.7,0.499,23.0,29.9,0.769,13.9,28.2,42.1,25.8,8.5,5.8,14.5,24.8,112.1,1987
20,Golden State Warriors,82,19905,42.9,87.0,0.493,1.8,5.5,0.337,41.0,81.6,0.503,23.7,31.6,0.7490000000000001,14.8,29.4,44.2,25.8,8.2,5.3,16.7,24.3,111.2,1987
21,Portland Trail Blazers,82,19805,42.1,86.8,0.485,1.3,4.9,0.276,40.8,82.0,0.49700000000000005,23.0,29.9,0.7709999999999999,13.9,26.3,40.2,25.3,8.5,5.5,17.4,25.7,108.6,1987
22,Los Angeles Clippers,82,19780,44.4,85.7,0.518,1.3,3.8,0.344,43.1,82.0,0.526,22.2,29.7,0.746,14.0,31.2,45.3,28.6,9.5,6.3,18.1,23.9,112.3,1987
23,Denver Nuggets,82,19780,41.6,83.9,0.495,1.3,4.1,0.313,40.3,79.8,0.505,25.8,33.2,0.777,13.3,31.1,44.4,25.0,6.4,5.2,17.9,24.5,110.2,1987
1,New York Knicks,82,19755,36.4,84.4,0.431,3.3,10.8,0.307,33.1,73.6,0.45,22.0,30.6,0.7190000000000001,13.3,29.4,42.7,21.9,8.9,4.4,18.6,24.8,98.2,1994
2,San Antonio Spurs,82,19780,41.3,92.6,0.446,3.9,11.7,0.33299999999999996,37.4,80.9,0.462,18.2,25.2,0.7190000000000001,14.7,29.0,43.7,23.8,8.5,4.7,13.7,24.1,104.6,1994
3,Chicago Bulls,82,19780,40.0,86.4,0.46299999999999997,3.3,10.3,0.32299999999999995,36.7,76.1,0.48200000000000004,19.4,26.2,0.74,13.0,29.6,42.6,24.3,9.6,4.9,17.6,22.8,102.7,1994
4,Atlanta Hawks,82,19755,40.8,89.6,0.455,3.5,11.2,0.315,37.2,78.4,0.475,16.6,22.3,0.742,14.9,30.4,45.3,24.5,8.3,4.4,18.9,22.2,101.7,1994
5,Houston Rockets,82,19780,40.3,91.6,0.44,3.3,10.7,0.306,37.0,80.8,0.45799999999999996,17.6,23.9,0.736,14.5,31.1,45.6,24.3,9.8,4.0,15.6,22.3,101.4,1994
6,Seattle SuperSonics,82,19730,37.4,82.6,0.45299999999999996,4.2,12.1,0.345,33.3,70.5,0.47200000000000003,22.5,30.4,0.741,13.9,28.0,41.9,23.1,8.8,5.4,21.3,24.1,101.5,1994
7,Cleveland Cavaliers,82,19855,41.3,88.9,0.46399999999999997,3.4,9.6,0.354,37.9,79.3,0.478,19.1,25.9,0.735,14.0,30.8,44.8,26.5,8.3,6.1,17.1,23.7,105.1,1994
8,Indiana Pacers,82,19755,38.8,86.1,0.45,3.6,10.6,0.335,35.2,75.5,0.466,23.0,31.5,0.73,14.7,28.0,42.8,24.8,10.8,5.1,17.5,25.9,104.2,1994
9,Utah Jazz,82,19830,38.6,86.3,0.44799999999999995,3.8,12.6,0.299,34.9,73.7,0.473,23.0,31.8,0.725,14.3,30.2,44.5,23.5,7.7,6.0,17.1,25.0,104.1,1994
10,Denver Nuggets,82,19755,38.7,88.4,0.43799999999999994,2.6,9.1,0.29,36.1,79.4,0.455,22.3,29.7,0.75,14.1,29.5,43.6,22.0,9.2,6.3,15.7,24.7,102.3,1994
11,Miami Heat,82,19805,39.2,85.8,0.457,3.8,11.5,0.331,35.4,74.3,0.47700000000000004,24.4,32.6,0.748,13.9,29.3,43.2,23.5,8.9,5.7,17.0,25.1,106.7,1994
12,New Jersey Nets,82,19830,41.4,90.3,0.45799999999999996,3.0,9.4,0.318,38.4,80.9,0.475,19.2,25.8,0.743,14.5,32.0,46.5,24.3,9.1,7.4,15.8,24.1,104.9,1994
13,Orlando Magic,82,19730,41.7,91.1,0.45799999999999996,3.8,10.8,0.349,37.9,80.2,0.473,19.5,26.2,0.745,15.3,29.5,44.8,26.9,9.7,5.6,15.7,23.6,106.7,1994
14,Phoenix Suns,82,19705,42.5,89.8,0.474,3.6,10.9,0.32799999999999996,39.0,79.0,0.494,18.1,25.2,0.72,13.7,28.3,42.0,27.1,9.4,5.5,15.8,23.5,106.8,1994
15,Milwaukee Bucks,82,19705,42.0,85.4,0.491,3.7,10.2,0.36200000000000004,38.3,75.2,0.509,21.7,29.4,0.737,14.0,32.2,46.2,27.0,9.9,5.4,18.3,22.9,109.3,1994
16,Minnesota Timberwolves,82,19730,41.7,88.3,0.47200000000000003,2.9,9.5,0.308,38.8,78.8,0.49200000000000005,22.9,31.5,0.727,14.2,29.5,43.7,27.1,10.6,7.1,15.0,23.8,109.2,1994
17,Dallas Mavericks,82,19730,41.4,83.8,0.494,3.2,8.9,0.36200000000000004,38.1,74.9,0.509,23.7,32.2,0.737,14.2,32.2,46.4,25.4,10.1,6.5,18.4,21.2,109.6,1994
18,Portland Trail Blazers,82,19755,40.7,86.8,0.469,3.6,10.2,0.35700000000000004,37.1,76.6,0.484,20.4,27.2,0.75,12.5,30.5,43.0,25.7,8.0,4.8,17.1,23.9,105.5,1994
19,Los Angeles Lakers,82,19755,42.5,89.2,0.47600000000000003,2.9,9.2,0.315,39.6,80.0,0.495,21.4,29.9,0.7170000000000001,16.3,32.2,48.6,27.5,8.5,5.4,17.1,21.1,109.3,1994
20,Detroit Pistons,82,19730,42.0,88.8,0.473,3.5,10.5,0.33399999999999996,38.5,78.3,0.49200000000000005,23.3,31.7,0.736,15.4,33.5,48.8,27.1,9.3,4.8,15.1,20.7,110.9,1994
21,Boston Celtics,82,19905,42.3,88.7,0.47700000000000004,2.9,8.4,0.34700000000000003,39.4,80.3,0.491,21.1,28.0,0.754,14.3,31.6,45.9,26.3,8.7,5.2,16.1,21.9,108.7,1994
22,Philadelphia 76ers,82,19805,45.0,92.9,0.484,3.3,10.1,0.331,41.6,82.9,0.502,16.4,22.1,0.7440000000000001,15.2,33.0,48.2,29.9,10.2,4.9,15.1,21.9,109.7,1994
23,Golden State Warriors,82,19780,42.0,89.8,0.46799999999999997,3.7,10.6,0.35100000000000003,38.2,79.1,0.483,18.9,25.8,0.731,16.2,29.5,45.7,26.7,10.3,5.0,17.5,22.9,106.5,1994
24,Charlotte Hornets,82,19830,43.0,91.3,0.47100000000000003,3.9,11.4,0.34600000000000003,39.0,80.0,0.488,18.7,25.3,0.74,15.1,30.6,45.7,26.3,7.8,5.3,15.6,21.9,108.6,1994
25,Sacramento Kings,82,19755,41.9,87.4,0.479,3.5,9.6,0.359,38.4,77.8,0.494,22.0,30.5,0.722,14.8,32.1,46.9,25.6,9.3,6.2,16.7,23.6,109.2,1994
26,Washington Bullets,82,19705,45.3,89.2,0.508,3.2,9.2,0.349,42.1,80.1,0.526,18.3,25.4,0.723,14.2,30.0,44.2,26.8,10.4,6.0,16.4,23.2,112.2,1994
27,Los Angeles Clippers,82,19780,42.8,90.4,0.473,3.8,10.7,0.349,39.0,79.7,0.49,19.3,26.9,0.7170000000000001,16.4,31.3,47.7,27.0,10.9,5.8,16.6,21.8,108.6,1994
1,New York Knicks,82,19930,36.0,84.4,0.426,2.9,9.6,0.305,33.0,74.8,0.442,24.8,32.9,0.755,13.1,29.6,42.8,21.1,8.4,4.9,17.3,25.6,99.7,1993
2,Chicago Bulls,82,19830,41.1,86.7,0.474,3.2,9.0,0.361,37.8,77.7,0.48700000000000004,20.7,26.6,0.779,13.6,29.6,43.2,25.1,7.8,4.7,18.0,22.7,106.1,1993
3,Houston Rockets,82,19780,41.8,91.6,0.457,3.1,9.4,0.332,38.7,82.2,0.47100000000000003,18.4,24.1,0.763,15.0,29.5,44.5,25.3,9.2,4.2,15.8,23.0,105.2,1993
4,Cleveland Cavaliers,82,19830,43.0,92.3,0.466,2.9,8.9,0.32899999999999996,40.1,83.4,0.48100000000000004,17.0,22.2,0.7659999999999999,14.2,30.4,44.6,26.9,7.8,4.7,15.4,23.3,106.0,1993
5,Seattle SuperSonics,82,19780,39.7,84.7,0.469,3.4,10.2,0.337,36.3,74.5,0.48700000000000004,22.1,29.0,0.759,13.6,28.1,41.6,23.2,8.3,5.1,19.2,23.4,104.9,1993
6,New Jersey Nets,82,19780,40.8,87.8,0.465,2.5,7.8,0.325,38.3,79.9,0.479,21.0,28.4,0.741,13.9,29.6,43.6,22.6,9.9,5.3,16.5,23.8,105.2,1993
7,Detroit Pistons,82,19780,43.2,89.9,0.48100000000000004,3.4,10.0,0.33899999999999997,39.8,79.9,0.499,19.0,25.9,0.736,14.3,31.8,46.1,26.6,8.1,4.7,15.9,23.5,108.9,1993
8,Boston Celtics,82,19780,41.3,89.2,0.46299999999999997,2.8,8.3,0.332,38.6,80.9,0.47600000000000003,22.4,29.0,0.7709999999999999,14.0,30.4,44.4,25.2,8.1,4.9,15.1,21.4,107.8,1993
9,San Antonio Spurs,82,19855,41.7,90.9,0.45799999999999996,3.4,9.5,0.361,38.3,81.5,0.47,20.1,26.0,0.772,13.7,30.3,44.0,24.1,8.3,4.7,14.3,25.3,106.8,1993
10,Utah Jazz,82,19755,41.0,87.7,0.467,3.4,10.5,0.325,37.6,77.2,0.48700000000000004,21.9,29.5,0.7440000000000001,14.1,29.1,43.2,24.3,8.2,5.9,16.2,24.8,107.4,1993
11,Orlando Magic,82,19880,41.5,91.0,0.456,3.1,9.5,0.32899999999999996,38.4,81.5,0.47100000000000003,21.1,28.9,0.7290000000000001,14.6,28.5,43.1,26.2,9.0,5.0,14.0,24.8,107.1,1993
12,Miami Heat,82,20005,41.0,86.1,0.47600000000000003,3.4,9.9,0.33899999999999997,37.6,76.2,0.494,23.6,30.6,0.77,13.1,30.7,43.8,24.9,8.3,5.4,16.5,26.0,108.9,1993
13,Portland Trail Blazers,82,19905,40.6,86.7,0.46799999999999997,3.4,9.9,0.342,37.2,76.8,0.485,20.6,27.1,0.76,12.4,30.8,43.2,25.1,7.9,5.5,17.1,25.4,105.2,1993
14,Los Angeles Lakers,82,19830,43.3,89.6,0.483,3.1,9.1,0.337,40.2,80.4,0.5,19.2,25.8,0.746,14.6,30.3,44.9,26.8,8.6,4.8,16.8,23.6,108.9,1993
15,Minnesota Timberwolves,82,19855,42.8,87.8,0.488,2.7,7.4,0.36,40.1,80.3,0.5,23.6,31.1,0.758,14.5,30.0,44.5,27.6,9.5,6.4,15.9,24.1,111.8,1993
16,Indiana Pacers,82,19755,41.3,88.0,0.469,2.7,8.9,0.306,38.6,79.1,0.48700000000000004,24.8,33.4,0.743,15.1,29.7,44.7,25.2,8.8,4.9,14.9,25.1,110.1,1993
17,Milwaukee Bucks,82,19730,41.8,86.6,0.483,3.4,9.9,0.344,38.4,76.7,0.501,23.1,30.8,0.748,16.1,30.4,46.4,26.4,9.8,5.8,18.7,22.9,110.1,1993
18,Phoenix Suns,82,19730,42.7,89.1,0.479,3.0,9.1,0.33299999999999996,39.6,79.9,0.496,18.3,25.3,0.723,13.6,28.2,41.9,25.7,8.6,6.2,16.2,24.9,106.7,1993
19,Los Angeles Clippers,82,19805,40.5,86.2,0.47,3.4,9.7,0.348,37.1,76.6,0.485,22.7,29.8,0.763,14.4,29.8,44.2,24.1,9.4,5.5,17.7,21.7,107.1,1993
20,Denver Nuggets,82,19830,40.3,87.5,0.461,2.7,7.8,0.34299999999999997,37.6,79.6,0.47200000000000003,23.0,30.5,0.754,14.1,30.4,44.4,22.9,9.1,6.1,16.3,24.0,106.3,1993
21,Atlanta Hawks,82,19830,43.5,87.7,0.496,3.5,10.3,0.337,40.0,77.4,0.517,19.7,25.9,0.758,13.4,29.9,43.3,27.2,9.1,4.5,16.9,23.3,110.2,1993
22,Washington Bullets,82,19805,44.1,89.5,0.493,3.0,8.8,0.336,41.2,80.7,0.51,19.6,26.1,0.7490000000000001,14.1,31.7,45.8,25.6,8.9,5.3,15.9,22.6,110.8,1993
23,Philadelphia 76ers,82,19930,44.8,92.3,0.486,3.4,9.6,0.358,41.4,82.7,0.5,17.3,23.0,0.755,15.4,32.2,47.6,29.4,9.6,6.0,15.8,21.9,110.4,1993
24,Charlotte Hornets,82,19755,44.1,93.3,0.47200000000000003,2.8,9.1,0.311,41.2,84.2,0.49,18.8,25.2,0.7440000000000001,16.4,29.1,45.5,27.6,7.3,5.3,15.1,23.3,109.7,1993
25,Golden State Warriors,82,19905,42.0,87.2,0.48200000000000004,3.3,9.6,0.34299999999999997,38.8,77.6,0.5,22.8,30.2,0.755,14.2,28.4,42.6,25.4,10.0,5.5,16.4,24.1,110.2,1993
26,Sacramento Kings,82,19780,41.2,84.6,0.48700000000000004,2.6,8.2,0.313,38.6,76.4,0.506,24.7,32.6,0.758,13.7,30.8,44.5,25.0,9.2,6.6,17.6,24.2,109.6,1993
27,Dallas Mavericks,82,19730,41.6,82.9,0.501,2.9,8.0,0.358,38.7,74.9,0.517,28.7,37.5,0.7659999999999999,13.0,33.5,46.5,25.0,9.8,6.4,15.6,22.7,114.7,1993
1,Cleveland Cavaliers,82,19930,39.8,86.4,0.461,5.6,15.7,0.35700000000000004,34.2,70.6,0.484,19.4,25.6,0.757,12.1,31.9,44.0,25.7,7.9,6.1,17.2,25.1,104.6,1995
2,New York Knicks,82,19780,37.3,85.3,0.43700000000000006,5.3,15.5,0.341,32.0,69.8,0.45799999999999996,24.0,32.6,0.736,13.6,30.8,44.4,21.1,8.5,4.3,16.8,25.4,103.8,1995
3,Atlanta Hawks,82,19855,40.4,87.3,0.46299999999999997,5.7,16.3,0.34700000000000003,34.7,70.9,0.489,18.8,25.8,0.726,14.1,32.2,46.3,23.3,8.2,4.3,18.3,24.4,105.2,1995
4,Indiana Pacers,82,19780,39.4,86.4,0.456,6.4,17.6,0.364,33.0,68.8,0.479,20.4,28.2,0.726,14.1,29.1,43.2,24.3,9.3,5.6,18.5,27.7,105.6,1995
5,Chicago Bulls,82,19830,38.4,84.2,0.457,5.3,15.1,0.349,33.2,69.0,0.48,22.1,30.0,0.738,14.0,29.6,43.7,22.5,9.0,4.9,19.5,24.9,104.3,1995
6,Charlotte Hornets,82,19805,41.0,90.5,0.45399999999999996,5.7,17.1,0.33299999999999996,35.3,73.3,0.48200000000000004,18.3,24.7,0.74,14.6,31.4,46.1,25.2,7.1,4.9,16.2,24.7,106.1,1995
7,Utah Jazz,82,19780,37.3,82.3,0.45299999999999996,7.2,18.7,0.382,30.1,63.5,0.474,24.0,32.4,0.741,12.0,27.8,39.8,22.4,8.5,5.6,17.7,26.9,105.7,1995
8,Sacramento Kings,82,19855,38.8,85.7,0.45299999999999996,4.9,16.2,0.304,33.9,69.5,0.48700000000000004,24.0,32.4,0.741,15.0,29.7,44.7,23.8,9.9,6.7,17.6,26.6,106.5,1995
9,Portland Trail Blazers,82,19705,38.3,83.9,0.456,5.7,15.4,0.37200000000000005,32.6,68.5,0.47600000000000003,23.3,30.9,0.754,11.5,29.8,41.3,23.2,8.3,5.3,16.9,25.2,105.7,1995
10,Philadelphia 76ers,82,19805,41.3,88.7,0.465,6.2,17.1,0.363,35.1,71.6,0.49,20.9,27.4,0.763,15.2,30.8,46.1,26.5,9.5,5.6,17.3,24.8,109.7,1995
11,Denver Nuggets,82,19980,40.1,87.9,0.456,5.5,15.9,0.34700000000000003,34.6,72.1,0.479,22.6,30.2,0.75,13.4,29.0,42.4,23.4,8.4,6.0,15.3,25.7,108.2,1995
12,San Antonio Spurs,82,19855,40.5,89.1,0.45399999999999996,5.4,16.0,0.341,35.0,73.1,0.479,19.1,26.7,0.7140000000000001,13.0,29.4,42.4,24.0,8.1,5.2,15.1,26.4,105.4,1995
13,New Jersey Nets,82,19880,41.6,90.3,0.461,5.8,15.4,0.374,35.9,74.9,0.479,19.6,27.1,0.721,13.8,31.9,45.7,23.9,9.6,5.8,14.4,25.0,108.6,1995
