Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YR,Type
4,Philadelphia 76ers,82,19855,40.4,88.7,0.455,0.9,3.3,0.271,39.5,85.5,0.46299999999999997,19.2,25.2,0.765,15.5,27.6,43.1,24.5,10.3,4.6,18.3,24.6,101.0,1980,Defensive
5,Kansas City Kings,82,19805,39.1,82.1,0.47600000000000003,0.5,2.0,0.23800000000000002,38.6,80.1,0.48200000000000004,22.4,29.3,0.763,13.4,31.0,44.4,20.9,8.2,5.0,20.7,24.3,101.0,1980,Defensive
6,Boston Celtics,82,19880,40.5,86.0,0.47,0.9,3.0,0.28600000000000003,39.6,83.0,0.47700000000000004,20.1,26.1,0.77,13.7,27.0,40.7,22.0,8.1,4.9,19.2,24.2,101.9,1980,Defensive
7,Milwaukee Bucks,82,19805,40.9,88.6,0.462,0.9,3.6,0.249,40.0,85.0,0.47100000000000003,20.3,26.9,0.753,16.1,27.1,43.2,25.5,8.5,4.2,19.4,22.6,102.9,1980,Defensive
8,Phoenix Suns,82,19755,41.3,86.7,0.47600000000000003,1.2,3.4,0.337,40.1,83.2,0.48200000000000004,18.5,24.6,0.752,14.1,28.4,42.4,23.5,10.2,4.5,19.3,23.8,102.2,1980,Defensive
9,Golden State Warriors,82,19880,41.3,83.8,0.493,0.9,2.6,0.32899999999999996,40.4,81.2,0.498,22.9,30.6,0.7490000000000001,12.7,30.8,43.5,25.1,8.6,4.3,17.8,21.4,106.3,1980,Defensive
10,Utah Jazz,82,19805,44.2,89.2,0.496,0.8,2.6,0.318,43.4,86.6,0.501,21.1,27.4,0.772,14.4,28.4,42.8,24.8,8.8,4.9,15.8,22.1,110.4,1980,Defensive
11,Los Angeles Lakers,82,19880,43.2,91.9,0.47,0.9,3.2,0.285,42.3,88.7,0.47700000000000004,16.6,21.9,0.759,15.2,26.0,41.2,27.0,9.2,4.4,16.5,21.6,103.9,1980,Defensive
12,New Jersey Nets,82,19805,39.8,84.9,0.469,0.7,2.4,0.27899999999999997,39.1,82.5,0.474,22.4,29.4,0.7609999999999999,14.7,29.7,44.3,25.0,9.7,5.9,19.3,23.3,102.5,1980,Defensive
13,Washington Bullets,82,19880,42.5,91.4,0.465,0.7,2.5,0.262,41.9,88.9,0.47100000000000003,20.0,25.7,0.777,14.1,31.4,45.5,24.9,8.6,6.1,14.4,22.4,105.7,1980,Defensive
14,Chicago Bulls,82,19905,42.4,85.5,0.496,0.6,2.4,0.271,41.8,83.1,0.503,21.4,27.9,0.768,13.7,27.8,41.5,25.0,10.0,5.9,18.3,26.1,107.0,1980,Defensive
15,Houston Rockets,82,19930,43.5,87.9,0.496,0.7,2.6,0.27,42.9,85.3,0.502,20.2,25.6,0.7879999999999999,15.4,27.6,42.9,26.5,9.3,5.1,19.0,24.4,108.0,1980,Defensive
16,San Diego Clippers,82,19755,45.0,90.0,0.5,0.5,2.2,0.23,44.4,87.7,0.507,19.3,25.0,0.773,14.6,29.8,44.4,24.1,9.2,4.9,16.7,22.6,109.8,1980,Defensive
17,Indiana Pacers,82,19855,42.7,87.3,0.489,0.6,2.6,0.24600000000000002,42.1,84.7,0.49700000000000005,20.1,26.6,0.7559999999999999,16.1,29.5,45.7,26.9,8.5,5.4,20.3,23.5,106.2,1980,Defensive
18,Denver Nuggets,82,19830,43.5,88.4,0.49200000000000005,0.8,2.5,0.327,42.7,85.9,0.49700000000000005,19.8,26.0,0.76,13.9,30.1,44.1,26.7,9.5,5.3,16.7,23.7,107.6,1980,Defensive
19,Cleveland Cavaliers,82,19930,43.4,86.7,0.501,0.7,2.5,0.29100000000000004,42.7,84.2,0.507,18.8,24.5,0.765,14.0,30.1,44.1,25.2,8.1,5.6,19.0,23.2,106.4,1980,Defensive
20,New York Knicks,82,19780,42.2,85.4,0.495,0.6,2.3,0.278,41.6,83.1,0.501,22.4,29.1,0.77,14.7,27.7,42.4,24.4,9.3,4.4,19.3,23.3,107.5,1980,Defensive
21,Detroit Pistons,82,19780,43.6,87.9,0.496,0.6,2.3,0.27699999999999997,42.9,85.6,0.502,21.0,27.2,0.773,14.9,29.1,44.1,26.1,9.9,5.3,17.9,21.2,108.8,1980,Defensive
22,San Antonio Spurs,82,19755,44.4,88.7,0.5,1.0,3.2,0.306,43.4,85.6,0.507,19.2,25.3,0.758,13.8,27.4,41.3,28.2,9.2,5.1,16.8,24.3,109.0,1980,Defensive
1,Milwaukee Bucks,82,19905,39.9,87.5,0.456,0.5,2.5,0.207,39.4,85.0,0.46299999999999997,23.3,31.0,0.7509999999999999,15.6,27.8,43.4,24.4,8.1,4.0,17.5,26.0,103.6,1984,Defensive
2,Atlanta Hawks,82,19855,41.6,86.8,0.479,0.5,2.3,0.21100000000000002,41.1,84.5,0.486,23.3,30.2,0.7709999999999999,15.1,30.6,45.7,25.7,7.3,5.4,17.9,26.5,106.9,1984,Defensive
3,New York Knicks,82,19855,39.8,81.6,0.488,0.6,2.3,0.275,39.2,79.3,0.494,22.9,30.2,0.758,12.8,26.5,39.3,25.0,8.8,4.8,20.5,26.8,103.1,1984,Defensive
4,Boston Celtics,82,19955,41.8,88.9,0.47,0.9,2.6,0.324,40.9,86.3,0.474,20.0,25.8,0.774,13.3,26.9,40.1,23.6,8.5,4.0,16.0,25.2,104.4,1984,Defensive
5,Philadelphia 76ers,82,19955,41.4,86.2,0.48,0.6,2.5,0.22699999999999998,40.8,83.7,0.488,21.2,28.6,0.742,14.9,27.0,41.9,24.9,9.7,5.8,18.8,27.0,104.6,1984,Defensive
6,Washington Bullets,82,19905,42.9,87.7,0.489,0.5,2.1,0.215,42.4,85.6,0.496,20.9,27.4,0.763,12.8,29.5,42.3,25.2,8.7,6.1,15.8,25.0,107.2,1984,Defensive
7,Cleveland Cavaliers,82,19855,41.9,86.0,0.48700000000000004,0.6,2.4,0.263,41.3,83.7,0.493,24.1,31.6,0.763,12.2,29.9,42.1,26.6,7.2,4.9,15.2,23.7,108.5,1984,Defensive
8,Seattle SuperSonics,82,19780,43.6,89.3,0.489,0.7,2.8,0.237,43.0,86.5,0.49700000000000005,20.1,26.4,0.763,14.2,29.3,43.5,27.7,8.1,4.7,16.2,25.5,108.1,1984,Defensive
9,Chicago Bulls,82,19980,42.2,85.3,0.494,0.4,2.2,0.203,41.7,83.1,0.502,22.7,29.8,0.763,13.5,28.8,42.3,26.9,9.5,6.2,18.2,25.4,107.5,1984,Defensive
10,New Jersey Nets,82,19805,40.2,82.0,0.491,0.6,2.1,0.265,39.7,79.9,0.49700000000000005,24.0,31.5,0.7609999999999999,12.9,27.1,40.0,22.5,9.2,4.9,19.7,25.4,105.0,1984,Defensive
11,Indiana Pacers,82,19780,42.2,85.2,0.495,0.3,1.7,0.19899999999999998,41.9,83.5,0.501,21.7,28.7,0.757,14.2,30.5,44.6,25.2,9.0,5.3,18.9,22.9,106.5,1984,Defensive
12,Portland Trail Blazers,82,19805,42.7,83.2,0.514,0.7,2.5,0.27399999999999997,42.1,80.7,0.521,21.5,28.4,0.76,12.7,26.2,38.9,25.4,7.8,5.3,19.6,26.2,107.7,1984,Defensive
13,Dallas Mavericks,82,19955,44.1,88.5,0.499,0.8,2.7,0.284,43.4,85.8,0.506,20.5,26.7,0.768,14.3,28.5,42.8,25.9,7.7,5.1,16.8,26.9,109.6,1984,Defensive
14,Phoenix Suns,82,19780,42.0,84.5,0.49700000000000005,0.6,2.6,0.247,41.3,81.9,0.505,23.4,30.4,0.77,12.7,27.9,40.7,24.6,8.1,3.6,17.7,24.4,108.0,1984,Defensive
15,Kansas City Kings,82,19755,42.5,84.7,0.502,0.4,1.9,0.201,42.1,82.7,0.509,22.5,29.6,0.7609999999999999,13.3,28.2,41.5,24.9,7.8,5.8,18.7,25.9,108.0,1984,Defensive
16,Los Angeles Lakers,82,19780,43.0,88.9,0.483,0.7,2.6,0.28300000000000003,42.2,86.3,0.489,20.6,27.5,0.7509999999999999,14.7,25.2,39.9,26.5,9.3,4.4,16.9,23.1,107.3,1984,Defensive
17,Golden State Warriors,82,19830,43.6,84.5,0.517,0.4,2.0,0.21100000000000002,43.2,82.5,0.524,21.1,27.8,0.758,14.2,29.4,43.6,25.2,8.1,5.8,19.8,26.3,108.8,1984,Defensive
18,Detroit Pistons,82,19905,42.5,85.6,0.496,0.6,2.3,0.262,41.9,83.3,0.503,22.5,29.9,0.753,13.5,28.5,42.0,25.5,7.2,6.1,17.2,25.4,108.1,1984,Defensive
19,Houston Rockets,82,19755,41.6,86.0,0.483,0.5,1.8,0.268,41.1,84.2,0.488,24.6,32.5,0.755,13.9,28.5,42.4,23.5,9.1,4.9,16.5,22.2,108.2,1984,Defensive
20,Utah Jazz,82,19780,43.3,91.0,0.47600000000000003,0.5,2.4,0.221,42.8,88.6,0.483,20.8,27.9,0.745,16.9,28.5,45.3,25.9,8.6,5.4,16.6,25.4,108.0,1984,Defensive
21,San Diego Clippers,82,19730,45.4,89.1,0.509,0.6,2.2,0.28300000000000003,44.7,86.8,0.515,21.0,26.9,0.7829999999999999,13.4,26.0,39.4,28.5,8.7,5.5,14.9,24.6,112.4,1984,Defensive
22,San Antonio Spurs,82,19980,45.1,89.2,0.505,0.6,2.4,0.24100000000000002,44.5,86.7,0.513,20.7,27.4,0.758,14.6,27.7,42.3,28.4,7.4,5.2,16.1,24.7,111.4,1984,Defensive
23,Denver Nuggets,82,19805,44.1,85.0,0.518,0.7,2.2,0.302,43.4,82.7,0.524,23.5,31.4,0.7490000000000001,13.5,30.0,43.5,26.9,7.4,6.0,16.9,24.9,112.3,1984,Defensive
1,Atlanta Hawks,82,19880,40.0,85.2,0.47,0.6,2.4,0.247,39.4,82.8,0.47600000000000003,24.0,31.5,0.762,14.4,30.3,44.7,23.7,7.3,5.5,18.3,27.7,104.6,1982,Defensive
2,Washington Bullets,82,19830,40.9,88.0,0.465,0.5,2.2,0.24,40.4,85.8,0.47100000000000003,20.0,27.2,0.735,13.5,30.6,44.2,23.0,7.6,6.6,16.1,23.2,102.5,1982,Defensive
3,Phoenix Suns,82,19830,40.7,87.4,0.466,0.6,2.4,0.255,40.1,84.9,0.47200000000000003,20.3,26.9,0.754,14.1,28.8,42.8,23.7,9.4,4.4,16.9,25.1,102.4,1982,Defensive
4,Milwaukee Bucks,82,19805,40.0,85.6,0.467,0.7,2.7,0.254,39.3,82.9,0.474,21.7,29.9,0.725,14.2,26.1,40.3,24.4,8.7,4.2,18.6,26.5,102.3,1982,Defensive
5,Seattle SuperSonics,82,19830,41.3,89.6,0.461,0.6,2.4,0.239,40.7,87.2,0.467,19.2,26.4,0.727,15.0,29.3,44.3,24.1,8.0,3.8,17.0,26.0,102.3,1982,Defensive
6,Indiana Pacers,82,19830,42.5,86.6,0.491,0.4,2.2,0.18600000000000003,42.1,84.3,0.499,19.1,26.1,0.73,14.8,31.8,46.6,25.2,8.3,4.9,18.6,24.7,104.6,1982,Defensive
7,Philadelphia 76ers,82,19855,40.5,85.1,0.47600000000000003,0.7,2.5,0.259,39.8,82.6,0.483,22.3,30.0,0.742,15.5,28.2,43.7,23.6,8.4,5.6,19.4,26.6,103.9,1982,Defensive
8,Boston Celtics,82,19780,41.7,88.8,0.47,0.5,2.4,0.192,41.3,86.4,0.478,19.6,26.0,0.754,14.3,26.9,41.1,23.6,8.1,4.4,17.1,26.8,103.5,1982,Defensive
9,Houston Rockets,82,19780,44.5,89.6,0.49700000000000005,0.6,2.5,0.23800000000000002,43.9,87.1,0.504,18.8,25.1,0.747,14.6,28.7,43.3,26.6,8.5,4.4,16.7,25.5,108.3,1982,Defensive
10,New Jersey Nets,82,19780,39.4,81.6,0.48200000000000004,0.7,2.2,0.31,38.7,79.4,0.48700000000000004,22.9,30.6,0.7490000000000001,13.4,27.6,41.1,22.7,9.8,6.3,21.3,25.5,102.3,1982,Defensive
11,Chicago Bulls,82,19880,44.6,90.1,0.495,0.7,2.4,0.299,43.9,87.7,0.501,18.7,25.0,0.747,13.8,27.1,41.0,24.9,9.8,5.7,15.3,27.1,108.6,1982,Defensive
12,New York Knicks,82,19830,43.1,85.4,0.505,0.6,2.0,0.304,42.5,83.4,0.509,21.8,28.8,0.757,13.7,28.8,42.5,25.4,8.6,4.4,17.8,24.5,108.6,1982,Defensive
13,Dallas Mavericks,82,19730,43.6,85.9,0.508,0.4,1.7,0.225,43.2,84.1,0.513,22.8,30.8,0.741,13.7,29.2,42.8,24.5,7.9,6.3,16.9,27.7,110.4,1982,Defensive
14,Portland Trail Blazers,82,19780,43.9,88.1,0.499,0.7,2.5,0.262,43.3,85.6,0.506,19.7,26.0,0.758,14.7,28.6,43.3,25.5,8.5,5.2,17.5,25.9,108.2,1982,Defensive
15,Los Angeles Lakers,82,19855,43.9,90.0,0.488,0.9,2.5,0.366,43.0,87.5,0.491,16.8,23.5,0.7140000000000001,14.9,26.4,41.4,27.2,8.4,5.1,17.4,23.5,105.5,1982,Defensive
16,Golden State Warriors,82,19780,42.5,86.7,0.49,0.5,2.1,0.233,42.0,84.7,0.49700000000000005,22.2,29.5,0.753,13.3,28.8,42.1,24.9,7.9,4.7,16.4,25.8,107.7,1982,Defensive
17,Kansas City Kings,82,19880,41.4,82.8,0.5,0.6,1.9,0.304,40.9,81.0,0.505,23.8,31.5,0.7559999999999999,13.9,30.3,44.2,22.0,8.4,5.3,19.1,25.3,107.2,1982,Defensive
18,San Antonio Spurs,82,19755,42.3,87.5,0.483,0.7,2.4,0.29100000000000004,41.6,85.2,0.488,22.4,29.6,0.758,13.6,28.8,42.5,24.1,7.2,5.1,16.0,25.8,107.6,1982,Defensive
19,Cleveland Cavaliers,82,19805,44.0,86.0,0.512,0.5,1.6,0.298,43.6,84.4,0.516,23.3,30.9,0.754,13.7,30.9,44.6,26.5,8.0,5.9,17.2,25.3,111.8,1982,Defensive
20,Detroit Pistons,82,19830,43.5,85.4,0.509,0.5,2.0,0.23399999999999999,43.0,83.4,0.516,19.1,25.7,0.745,13.5,28.3,41.7,25.4,9.1,6.7,19.0,27.7,106.6,1982,Defensive
21,San Diego Clippers,82,19755,44.8,85.1,0.526,0.4,1.7,0.247,44.4,83.4,0.532,23.8,31.7,0.7509999999999999,12.4,27.3,39.6,25.5,9.2,5.8,16.0,25.4,113.8,1982,Defensive
22,Utah Jazz,82,19780,44.8,88.0,0.509,0.6,2.3,0.255,44.2,85.6,0.516,21.5,28.8,0.745,14.6,30.4,45.0,25.1,7.7,4.9,16.5,24.0,111.7,1982,Defensive
23,Denver Nuggets,82,19830,47.0,89.8,0.524,0.7,2.5,0.282,46.3,87.3,0.531,19.1,26.0,0.737,15.0,27.1,42.1,27.7,8.3,6.3,16.3,27.0,113.9,1982,Defensive
1,Atlanta Hawks,82,19730,39.4,87.4,0.451,1.6,5.3,0.3,37.8,82.0,0.461,24.8,32.4,0.765,14.9,28.4,43.4,23.9,7.7,4.8,16.4,25.4,105.2,1987,Defensive
2,Chicago Bulls,82,19830,42.1,87.3,0.483,1.5,4.3,0.341,40.7,83.0,0.49,21.9,28.5,0.769,13.0,29.3,42.2,25.6,7.4,6.2,16.0,23.3,107.6,1987,Defensive
3,Houston Rockets,82,19780,40.7,87.8,0.46299999999999997,1.2,4.3,0.282,39.5,83.5,0.473,22.9,29.4,0.779,14.2,28.7,42.9,25.8,8.8,4.5,16.6,23.4,105.5,1987,Defensive
4,Boston Celtics,82,19805,42.6,92.2,0.46299999999999997,1.5,5.0,0.306,41.1,87.2,0.47200000000000003,20.0,26.4,0.758,15.2,28.1,43.3,25.3,8.9,4.2,14.2,23.5,106.8,1987,Defensive
5,Milwaukee Bucks,82,19780,39.3,83.5,0.47,1.5,5.0,0.289,37.8,78.5,0.48200000000000004,25.6,33.8,0.757,14.4,30.0,44.4,24.4,8.0,5.6,18.8,24.5,105.6,1987,Defensive
6,Philadelphia 76ers,82,19880,43.9,89.4,0.491,1.5,5.2,0.28600000000000003,42.4,84.2,0.504,19.3,25.4,0.757,15.1,27.3,42.4,27.3,10.1,5.5,17.0,24.6,108.5,1987,Defensive
7,Indiana Pacers,82,19930,40.7,84.9,0.48,1.3,4.2,0.299,39.5,80.7,0.489,23.9,31.5,0.759,13.6,31.5,45.1,24.6,8.0,5.8,17.3,22.6,106.6,1987,Defensive
8,Washington Bullets,82,19705,42.8,90.6,0.473,1.3,4.4,0.29100000000000004,41.6,86.3,0.48200000000000004,20.1,26.5,0.758,16.2,30.2,46.4,26.1,8.5,6.7,17.5,23.6,107.0,1987,Defensive
9,Utah Jazz,82,19755,39.4,86.4,0.456,1.7,5.3,0.317,37.7,81.1,0.465,23.2,30.2,0.77,15.4,31.0,46.5,23.7,8.5,5.4,18.6,23.5,103.7,1987,Defensive
10,Detroit Pistons,82,19830,40.4,87.5,0.462,1.6,5.0,0.317,38.8,82.5,0.47100000000000003,23.4,31.2,0.748,13.7,28.0,41.7,24.3,8.0,5.7,15.5,24.8,105.8,1987,Defensive
11,Cleveland Cavaliers,82,19755,42.6,89.2,0.478,1.1,4.1,0.278,41.5,85.1,0.488,20.0,26.5,0.753,15.0,28.7,43.8,24.7,9.7,5.7,16.8,24.9,106.4,1987,Defensive
12,Los Angeles Lakers,82,19730,42.2,90.2,0.467,1.5,5.2,0.28300000000000003,40.7,85.0,0.479,20.7,27.1,0.764,15.3,26.0,41.4,26.5,8.6,4.8,16.4,24.0,106.5,1987,Defensive
13,New York Knicks,82,19780,43.1,87.9,0.49,1.2,4.4,0.263,41.9,83.5,0.502,23.7,31.2,0.7609999999999999,16.4,30.1,46.5,26.5,9.4,4.9,17.4,24.0,111.1,1987,Defensive
14,Dallas Mavericks,82,19880,43.1,90.1,0.478,1.5,5.2,0.295,41.5,84.9,0.489,21.0,27.5,0.763,15.1,28.7,43.7,27.7,6.9,5.1,16.0,25.7,108.7,1987,Defensive
15,Seattle SuperSonics,82,19855,41.7,87.0,0.479,1.1,3.8,0.287,40.6,83.2,0.488,25.7,33.5,0.768,14.7,27.0,41.7,24.0,8.7,4.9,15.9,24.1,110.3,1987,Defensive
16,San Antonio Spurs,82,19805,44.1,87.1,0.507,1.3,4.5,0.28,42.9,82.6,0.519,21.3,28.2,0.755,13.1,29.3,42.4,28.3,8.3,5.5,16.9,22.0,110.8,1987,Defensive
17,New Jersey Nets,82,19855,40.6,84.6,0.48,1.4,4.3,0.322,39.2,80.2,0.488,27.9,35.8,0.78,13.4,27.9,41.3,23.2,9.7,6.7,16.1,25.2,110.5,1987,Defensive
18,Phoenix Suns,82,19855,42.9,86.9,0.494,1.5,4.7,0.311,41.5,82.3,0.504,23.0,30.5,0.7559999999999999,14.6,27.9,42.5,26.6,9.5,5.2,16.9,24.1,110.3,1987,Defensive
19,Sacramento Kings,82,19780,43.8,89.4,0.489,1.5,4.7,0.316,42.3,84.7,0.499,23.0,29.9,0.769,13.9,28.2,42.1,25.8,8.5,5.8,14.5,24.8,112.1,1987,Defensive
20,Golden State Warriors,82,19905,42.9,87.0,0.493,1.8,5.5,0.337,41.0,81.6,0.503,23.7,31.6,0.7490000000000001,14.8,29.4,44.2,25.8,8.2,5.3,16.7,24.3,111.2,1987,Defensive
21,Portland Trail Blazers,82,19805,42.1,86.8,0.485,1.3,4.9,0.276,40.8,82.0,0.49700000000000005,23.0,29.9,0.7709999999999999,13.9,26.3,40.2,25.3,8.5,5.5,17.4,25.7,108.6,1987,Defensive
22,Los Angeles Clippers,82,19780,44.4,85.7,0.518,1.3,3.8,0.344,43.1,82.0,0.526,22.2,29.7,0.746,14.0,31.2,45.3,28.6,9.5,6.3,18.1,23.9,112.3,1987,Defensive
23,Denver Nuggets,82,19780,41.6,83.9,0.495,1.3,4.1,0.313,40.3,79.8,0.505,25.8,33.2,0.777,13.3,31.1,44.4,25.0,6.4,5.2,17.9,24.5,110.2,1987,Defensive
1,Milwaukee Bucks,82,19805,39.1,84.7,0.461,1.0,3.7,0.26,38.1,81.0,0.47,24.5,32.8,0.748,15.0,27.9,42.9,23.1,7.8,4.7,19.0,25.6,103.6,1985,Defensive
2,Washington Bullets,82,19855,42.1,86.6,0.48700000000000004,0.8,2.8,0.284,41.3,83.8,0.493,19.6,26.2,0.747,13.5,32.2,45.7,24.0,7.6,4.8,17.7,22.1,104.6,1985,Defensive
3,Seattle SuperSonics,82,19705,43.2,87.6,0.493,1.0,3.1,0.312,42.2,84.5,0.499,20.9,27.1,0.77,13.7,29.2,42.8,27.2,9.0,5.6,17.0,24.8,108.2,1985,Defensive
4,Atlanta Hawks,82,19855,42.4,88.0,0.48200000000000004,0.6,2.6,0.217,41.9,85.4,0.49,21.9,28.9,0.758,16.1,29.2,45.3,25.3,8.2,4.5,18.0,23.9,107.3,1985,Defensive
5,Boston Celtics,82,19705,43.7,91.6,0.47700000000000004,0.9,3.2,0.264,42.8,88.4,0.484,18.1,23.0,0.787,13.2,27.4,40.7,24.5,7.7,3.8,14.7,23.5,106.3,1985,Defensive
6,Philadelphia 76ers,82,19805,42.0,86.0,0.488,1.0,3.7,0.257,41.0,82.3,0.499,22.3,28.8,0.775,14.2,26.1,40.3,25.7,9.1,4.7,18.4,26.5,107.3,1985,Defensive
7,Dallas Mavericks,82,19855,44.4,88.1,0.504,1.2,3.9,0.308,43.2,84.2,0.513,19.4,25.4,0.763,13.0,30.2,43.2,25.8,7.0,5.3,16.4,25.3,109.3,1985,Defensive
8,Utah Jazz,82,19755,40.8,87.9,0.46399999999999997,0.8,3.2,0.257,40.0,84.6,0.47200000000000003,20.9,27.4,0.762,15.7,30.6,46.3,23.9,9.3,5.1,18.6,24.0,103.4,1985,Defensive
9,New Jersey Nets,82,19755,42.2,84.6,0.499,0.9,3.1,0.302,41.3,81.5,0.507,22.2,29.5,0.753,13.0,28.9,41.9,23.7,8.2,4.2,18.0,23.2,107.7,1985,Defensive
10,Houston Rockets,82,19830,41.4,86.1,0.48100000000000004,1.1,3.1,0.349,40.4,83.1,0.486,22.3,28.7,0.778,13.7,26.3,40.0,25.1,9.2,4.9,17.7,22.5,106.3,1985,Defensive
11,Chicago Bulls,82,19805,42.9,87.9,0.488,1.1,3.6,0.312,41.8,84.4,0.496,22.6,29.2,0.774,13.9,27.6,41.4,24.9,8.1,5.5,16.1,24.9,109.6,1985,Defensive
12,New York Knicks,82,19830,40.5,81.9,0.495,0.8,2.8,0.293,39.7,79.1,0.502,27.8,36.6,0.759,14.8,29.2,44.0,26.1,8.1,5.4,19.3,24.8,109.6,1985,Defensive
13,Phoenix Suns,82,19805,42.6,86.4,0.493,0.8,2.6,0.29,41.8,83.8,0.5,20.8,27.1,0.765,13.3,28.6,41.9,25.8,9.1,4.8,17.4,23.9,106.8,1985,Defensive
14,Los Angeles Lakers,82,19755,43.1,89.9,0.48,1.0,3.5,0.28300000000000003,42.1,86.4,0.488,19.8,26.4,0.748,14.7,24.5,39.1,27.2,8.9,4.4,16.1,22.4,107.0,1985,Defensive
15,Cleveland Cavaliers,82,19780,42.2,88.3,0.478,0.8,3.0,0.27699999999999997,41.4,85.3,0.485,23.4,30.4,0.769,14.4,29.2,43.6,26.4,7.3,5.1,16.2,25.0,108.7,1985,Defensive
16,Los Angeles Clippers,82,19730,45.0,91.9,0.49,0.9,3.2,0.281,44.1,88.8,0.49700000000000005,19.3,25.5,0.758,15.0,27.5,42.5,27.3,9.3,5.1,15.0,22.7,110.3,1985,Defensive
17,Portland Trail Blazers,82,19880,43.1,87.4,0.493,0.7,2.7,0.254,42.4,84.7,0.501,20.3,26.5,0.7659999999999999,14.8,27.2,42.0,26.1,8.5,5.4,18.7,25.2,107.2,1985,Defensive
18,Detroit Pistons,82,19830,42.6,86.0,0.496,0.9,2.9,0.313,41.7,83.1,0.502,21.0,27.7,0.76,12.8,29.5,42.3,24.3,7.4,5.9,17.1,23.2,107.2,1985,Defensive
19,San Antonio Spurs,82,19780,42.5,85.8,0.496,0.8,2.8,0.298,41.7,82.9,0.503,23.1,29.7,0.7759999999999999,13.3,26.4,39.7,26.6,8.7,5.5,17.4,25.1,109.0,1985,Defensive
20,Indiana Pacers,82,19780,41.9,84.7,0.495,0.7,2.3,0.32,41.2,82.3,0.5,23.9,31.3,0.764,12.7,29.8,42.5,25.9,9.0,6.0,16.4,23.9,108.4,1985,Defensive
21,Kansas City Kings,82,19755,44.3,86.8,0.51,0.8,3.0,0.251,43.5,83.8,0.519,22.8,29.6,0.769,13.6,26.4,39.9,27.3,8.9,6.0,16.6,25.7,112.1,1985,Defensive
22,Denver Nuggets,82,19830,42.5,83.0,0.512,0.7,2.9,0.252,41.7,80.1,0.521,22.8,29.8,0.765,13.3,29.6,42.8,24.2,7.5,6.6,19.6,24.5,108.4,1985,Defensive
23,Golden State Warriors,82,19855,45.0,83.9,0.536,0.7,2.6,0.259,44.3,81.3,0.545,22.5,29.6,0.758,12.9,29.5,42.4,27.4,7.6,5.5,18.5,25.5,113.0,1985,Defensive
1,Chicago Bulls,82,19855,41.5,88.2,0.47,1.4,4.7,0.293,40.1,83.6,0.48,21.1,27.9,0.757,13.0,28.7,41.7,26.3,7.6,5.3,15.8,23.8,105.5,1988,Defensive
2,Cleveland Cavaliers,82,19780,42.2,88.5,0.47600000000000003,1.6,5.0,0.318,40.6,83.5,0.486,20.1,25.5,0.7879999999999999,14.4,28.1,42.6,24.8,8.6,5.6,17.9,25.2,106.0,1988,Defensive
3,Detroit Pistons,82,19780,41.1,88.0,0.467,1.4,4.9,0.289,39.7,83.2,0.478,21.6,28.4,0.762,14.1,28.1,42.2,24.2,8.0,5.0,16.4,26.7,105.3,1988,Defensive
4,Atlanta Hawks,82,19780,40.8,86.7,0.47100000000000003,1.7,5.1,0.335,39.1,81.6,0.48,24.3,31.2,0.777,14.6,29.6,44.2,24.9,8.1,4.4,16.6,25.3,107.6,1988,Defensive
5,Utah Jazz,82,19705,39.3,87.4,0.449,1.8,5.6,0.315,37.5,81.8,0.45899999999999996,22.9,29.7,0.77,15.3,29.3,44.6,23.9,9.2,5.7,17.6,24.1,103.1,1988,Defensive
6,Dallas Mavericks,82,19755,43.4,92.5,0.47,2.1,6.5,0.32299999999999995,41.3,86.0,0.48100000000000004,18.8,24.5,0.7659999999999999,15.0,28.0,43.0,28.1,7.7,5.5,15.4,25.0,107.7,1988,Defensive
7,Indiana Pacers,82,19705,41.4,87.7,0.47200000000000003,1.5,4.6,0.321,40.0,83.2,0.48100000000000004,23.1,30.4,0.76,14.4,31.1,45.5,24.0,8.7,5.1,15.8,23.1,107.4,1988,Defensive
8,Milwaukee Bucks,82,19780,41.6,87.8,0.473,1.7,5.5,0.301,39.9,82.3,0.485,22.8,30.0,0.76,14.6,29.8,44.4,26.6,7.7,5.6,16.7,24.3,107.6,1988,Defensive
9,New York Knicks,82,19805,39.2,82.1,0.47700000000000004,1.4,4.6,0.304,37.8,77.5,0.48700000000000004,26.6,34.3,0.7759999999999999,14.1,27.9,42.1,24.5,8.6,5.5,20.0,24.1,106.4,1988,Defensive
10,Washington Bullets,82,19880,42.6,89.0,0.478,1.6,4.8,0.32799999999999996,41.0,84.2,0.48700000000000004,20.5,27.6,0.7440000000000001,15.1,29.1,44.2,26.3,8.5,6.5,17.0,24.2,107.2,1988,Defensive
11,Los Angeles Lakers,82,19805,43.4,91.3,0.47600000000000003,1.6,5.4,0.298,41.8,85.9,0.48700000000000004,18.8,24.7,0.7609999999999999,14.4,27.5,41.9,26.9,9.0,4.8,15.2,23.7,107.3,1988,Defensive
12,Philadelphia 76ers,82,19905,44.0,88.7,0.496,1.8,5.3,0.33799999999999997,42.2,83.4,0.506,20.6,27.2,0.758,13.9,27.9,41.9,27.8,9.0,5.5,16.1,26.6,110.3,1988,Defensive
