Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YR,Type
11,Oklahoma City Thunder,82,19830,38.5,90.4,0.425,7.9,22.8,0.34600000000000003,30.5,67.6,0.452,17.8,23.0,0.774,12.8,30.5,43.3,21.8,8.7,4.2,15.7,22.0,102.6,2013,Defensive
12,San Antonio Spurs,82,19880,39.5,89.2,0.442,6.7,18.9,0.353,32.8,70.4,0.466,16.0,21.0,0.76,11.7,33.0,44.7,22.5,8.7,5.2,15.7,20.1,101.6,2013,Defensive
13,Atlanta Hawks,82,19855,40.1,89.0,0.45,8.1,21.3,0.379,32.0,67.7,0.473,16.1,21.1,0.763,12.1,34.7,46.8,23.8,9.0,4.6,16.3,20.1,104.4,2013,Defensive
14,New Orleans Hornets,82,19780,41.5,88.2,0.47100000000000003,8.7,23.1,0.374,32.9,65.1,0.505,18.4,24.2,0.759,11.4,32.8,44.2,26.2,8.9,6.7,14.9,21.0,110.1,2013,Defensive
15,Minnesota Timberwolves,82,19730,40.8,87.2,0.46799999999999997,7.5,20.4,0.369,33.2,66.8,0.498,16.3,21.6,0.752,11.4,33.8,45.3,24.0,8.7,6.3,17.1,24.2,105.4,2013,Defensive
16,Utah Jazz,82,19880,39.9,87.0,0.45799999999999996,7.4,20.1,0.37,32.4,66.9,0.485,19.6,25.9,0.757,12.0,32.5,44.4,22.4,8.5,6.4,16.0,22.2,106.8,2013,Defensive
17,Toronto Raptors,82,19980,39.5,86.3,0.45799999999999996,7.3,20.1,0.361,32.2,66.2,0.48700000000000004,21.3,28.5,0.747,11.7,33.8,45.5,23.9,7.7,5.1,15.5,21.9,107.5,2013,Defensive
18,Detroit Pistons,82,19805,40.8,88.8,0.45899999999999996,8.1,22.4,0.36,32.7,66.4,0.49200000000000005,18.5,24.3,0.762,12.2,33.5,45.7,24.5,9.2,6.3,15.0,21.7,108.1,2013,Defensive
19,Golden State Warriors,82,19805,39.1,89.2,0.439,8.4,24.3,0.34700000000000003,30.7,64.9,0.473,18.8,25.1,0.748,11.6,33.3,44.9,24.8,8.6,5.1,14.2,20.2,105.5,2013,Defensive
20,Milwaukee Bucks,82,19830,40.3,88.8,0.45399999999999996,6.8,19.4,0.348,33.5,69.4,0.483,17.9,23.5,0.759,13.0,35.2,48.3,24.2,8.4,4.6,16.7,20.0,105.2,2013,Defensive
21,Portland Trail Blazers,82,19855,42.6,90.0,0.474,6.9,20.3,0.34,35.8,69.8,0.512,17.0,22.4,0.7609999999999999,11.9,34.1,46.0,25.7,9.1,4.7,14.2,20.3,109.2,2013,Defensive
22,Los Angeles Lakers,82,19755,41.8,92.4,0.45299999999999996,7.9,22.1,0.35700000000000004,34.0,70.3,0.483,15.0,20.5,0.732,12.2,32.8,45.0,24.7,9.0,5.1,13.6,24.3,106.6,2013,Defensive
23,Denver Nuggets,82,19905,39.6,89.1,0.444,8.7,24.0,0.363,30.9,65.1,0.474,17.2,23.6,0.731,12.9,30.3,43.3,24.6,8.3,7.0,16.6,22.5,105.1,2013,Defensive
24,Orlando Magic,82,19780,41.7,90.1,0.46299999999999997,8.1,22.7,0.359,33.6,67.4,0.498,17.6,23.8,0.738,11.7,34.5,46.2,25.6,7.8,5.7,13.4,17.8,109.1,2013,Defensive
25,Cleveland Cavaliers,82,19730,41.0,86.0,0.47600000000000003,8.0,21.6,0.37200000000000005,32.9,64.4,0.511,19.4,26.2,0.7390000000000001,11.7,33.8,45.5,25.9,8.2,7.4,16.5,21.3,109.4,2013,Defensive
26,Phoenix Suns,82,19805,41.3,87.8,0.47,7.4,19.0,0.38799999999999996,33.9,68.8,0.49200000000000005,18.2,24.1,0.757,12.4,33.7,46.1,24.3,8.9,5.5,16.3,19.6,108.1,2013,Defensive
27,Dallas Mavericks,82,19980,39.2,88.0,0.445,8.2,22.8,0.359,31.0,65.1,0.475,20.0,26.6,0.753,12.6,35.1,47.7,23.1,8.9,4.3,15.4,19.8,106.5,2013,Defensive
28,Houston Rockets,82,19780,40.2,88.5,0.45399999999999996,8.3,22.7,0.368,31.9,65.8,0.484,17.3,22.4,0.7759999999999999,11.1,32.1,43.1,23.5,8.7,6.3,15.3,21.1,106.1,2013,Defensive
29,Charlotte Bobcats,82,19805,42.2,89.6,0.47100000000000003,9.5,24.5,0.38799999999999996,32.7,65.1,0.502,17.6,23.6,0.747,12.9,35.0,47.9,27.4,7.5,7.5,15.3,23.1,111.5,2013,Defensive
30,Sacramento Kings,82,19830,41.6,88.3,0.47200000000000003,8.1,22.8,0.355,33.6,65.5,0.512,20.0,25.6,0.7829999999999999,12.6,33.6,46.2,26.6,8.1,6.7,15.6,21.1,111.4,2013,Defensive
1,Utah Jazz,82,19755,39.5,89.2,0.44299999999999995,8.9,24.9,0.358,30.6,64.3,0.47600000000000003,17.4,22.6,0.769,9.8,33.9,43.7,19.4,7.9,4.1,13.2,22.0,105.3,2017,Defensive
2,San Antonio Spurs,82,19805,39.0,88.0,0.44299999999999995,8.6,25.0,0.344,30.4,63.0,0.483,16.9,21.9,0.7709999999999999,10.3,33.4,43.7,22.6,7.9,4.3,15.2,20.9,103.5,2017,Defensive
3,Memphis Grizzlies,82,19905,37.4,84.5,0.44299999999999995,10.6,30.0,0.354,26.8,54.4,0.49200000000000005,21.7,28.8,0.753,9.9,35.2,45.1,21.5,7.5,5.4,15.3,22.3,107.1,2017,Defensive
4,Dallas Mavericks,82,19780,39.9,85.2,0.469,10.4,27.3,0.38,29.6,57.9,0.51,18.6,24.0,0.772,9.6,38.5,48.0,22.9,7.0,3.7,16.1,20.9,108.8,2017,Defensive
5,Miami Heat,82,19780,39.6,88.0,0.45,8.1,23.8,0.34299999999999997,31.5,64.2,0.49,19.3,24.7,0.782,10.7,34.9,45.5,20.5,7.1,5.1,14.3,19.5,106.7,2017,Defensive
6,Chicago Bulls,82,19780,41.2,90.4,0.456,9.3,27.0,0.345,31.9,63.4,0.503,15.2,19.8,0.77,10.7,34.4,45.1,24.7,7.7,4.8,14.0,19.6,107.0,2017,Defensive
7,Detroit Pistons,82,19805,40.1,87.1,0.46,9.8,26.8,0.366,30.3,60.4,0.502,17.2,22.0,0.78,8.4,36.5,44.9,24.6,7.0,4.3,13.3,18.3,107.1,2017,Defensive
8,Toronto Raptors,82,19780,39.1,87.1,0.449,10.2,28.7,0.354,28.9,58.4,0.495,19.5,25.0,0.78,10.6,33.6,44.2,22.9,7.0,5.0,15.4,21.3,107.8,2017,Defensive
9,Milwaukee Bucks,82,19780,40.0,87.3,0.45799999999999996,10.5,29.7,0.353,29.5,57.6,0.512,18.8,24.4,0.7709999999999999,10.8,33.8,44.7,25.3,7.8,4.8,15.5,20.3,109.3,2017,Defensive
10,Atlanta Hawks,82,19880,39.4,88.7,0.444,11.1,31.0,0.35700000000000004,28.3,57.7,0.491,15.9,20.6,0.772,10.9,33.7,44.6,23.8,9.1,5.3,15.6,21.9,105.7,2017,Defensive
11,Golden State Warriors,82,19780,38.7,88.9,0.435,9.0,27.7,0.324,29.7,61.2,0.485,17.6,23.2,0.7609999999999999,11.7,31.7,43.4,22.6,8.6,3.8,15.5,19.3,104.0,2017,Defensive
12,Los Angeles Clippers,82,19755,40.0,88.5,0.452,9.5,27.2,0.35,30.5,61.3,0.49700000000000005,18.7,24.2,0.772,10.6,34.1,44.7,23.9,7.3,3.3,13.7,23.2,108.2,2017,Defensive
13,Charlotte Hornets,82,19830,40.9,89.7,0.456,12.0,32.6,0.369,28.9,57.1,0.506,14.7,18.9,0.7759999999999999,9.3,36.8,46.1,25.4,6.8,5.7,13.5,20.6,108.6,2017,Defensive
14,Indiana Pacers,82,19855,39.3,87.1,0.451,10.7,30.1,0.355,28.6,57.0,0.501,19.6,24.9,0.789,11.1,34.7,45.7,23.1,8.3,5.1,15.4,20.2,108.8,2017,Defensive
15,Boston Celtics,82,19755,39.8,88.3,0.45,9.2,27.8,0.332,30.5,60.5,0.505,19.7,25.6,0.769,11.1,34.8,45.8,23.2,7.8,5.3,14.3,20.9,108.4,2017,Defensive
16,Oklahoma City Thunder,82,19805,39.8,86.7,0.45899999999999996,9.0,25.2,0.35600000000000004,30.9,61.5,0.502,18.9,24.7,0.764,9.3,32.0,41.3,21.8,8.6,5.6,14.0,21.0,107.5,2017,Defensive
17,New Orleans Pelicans,82,19905,40.4,89.8,0.45,10.6,30.1,0.353,29.8,59.7,0.499,15.9,20.9,0.762,10.7,38.0,48.7,23.6,7.4,4.3,14.1,19.4,107.4,2017,Defensive
18,Minnesota Timberwolves,82,19805,41.6,87.4,0.475,10.4,28.3,0.366,31.2,59.1,0.528,18.5,24.1,0.768,10.3,32.1,42.4,24.3,8.1,5.3,15.0,21.5,112.0,2017,Defensive
19,Sacramento Kings,82,19880,40.1,86.8,0.462,11.4,31.3,0.364,28.7,55.5,0.517,19.7,25.3,0.778,10.5,34.2,44.7,24.7,8.8,5.3,14.6,20.9,111.3,2017,Defensive
20,Cleveland Cavaliers,82,19880,41.8,91.4,0.45799999999999996,10.7,29.5,0.361,31.2,61.9,0.504,16.0,20.6,0.773,11.3,34.2,45.5,25.4,7.5,4.4,13.0,21.2,110.3,2017,Defensive
21,Washington Wizards,82,19855,40.4,86.6,0.466,10.1,27.6,0.364,30.3,59.0,0.514,18.5,24.6,0.7509999999999999,10.8,33.0,43.8,23.2,7.5,4.7,15.6,20.1,109.3,2017,Defensive
22,Orlando Magic,82,19805,41.3,88.6,0.467,9.9,27.0,0.36700000000000005,31.4,61.6,0.51,17.8,23.3,0.7659999999999999,10.0,36.7,46.7,24.2,7.8,5.2,13.4,19.2,110.5,2017,Defensive
23,New York Knicks,82,19855,41.0,90.2,0.455,10.2,29.1,0.348,30.9,61.1,0.506,19.3,25.0,0.7709999999999999,12.0,34.2,46.2,22.5,7.7,4.7,13.3,19.1,111.5,2017,Defensive
24,Philadelphia 76ers,82,19830,39.8,86.5,0.461,9.0,25.1,0.35700000000000004,30.9,61.4,0.503,20.3,26.2,0.773,10.9,34.4,45.3,22.8,8.6,5.5,15.2,19.8,108.9,2017,Defensive
25,Portland Trail Blazers,82,19930,40.0,88.1,0.455,9.5,25.6,0.37,30.5,62.4,0.489,21.3,27.1,0.785,10.3,34.6,44.9,21.0,7.9,5.4,13.1,20.2,110.8,2017,Defensive
26,Houston Rockets,82,19780,40.9,88.4,0.46299999999999997,9.9,29.0,0.34299999999999997,31.0,59.4,0.522,17.2,22.1,0.778,10.7,33.2,43.8,24.0,8.5,5.0,15.0,20.3,109.0,2017,Defensive
27,Denver Nuggets,82,19755,42.7,89.6,0.47700000000000004,10.0,26.6,0.375,32.7,63.0,0.519,17.3,22.2,0.782,9.5,31.8,41.4,24.4,8.4,5.0,12.1,20.4,112.7,2017,Defensive
28,Los Angeles Lakers,82,19705,42.1,87.2,0.483,10.3,27.8,0.37,31.8,59.4,0.536,18.5,24.3,0.762,10.4,34.6,45.1,26.1,8.6,5.4,14.7,18.8,113.0,2017,Defensive
29,Brooklyn Nets,82,19755,41.0,89.4,0.45799999999999996,9.8,26.8,0.366,31.2,62.6,0.498,19.0,24.6,0.772,10.8,35.6,46.4,22.7,9.4,5.5,13.1,20.0,110.7,2017,Defensive
30,Phoenix Suns,82,19830,39.8,85.3,0.467,10.0,26.1,0.382,29.9,59.3,0.504,22.5,28.8,0.7829999999999999,10.1,33.5,43.6,21.9,8.0,5.3,14.7,22.0,112.2,2017,Defensive
1,Chicago Bulls,82,19930,38.3,88.9,0.43,7.2,20.5,0.35100000000000003,31.1,68.5,0.45399999999999996,16.8,22.3,0.753,11.7,33.5,45.2,21.4,8.3,6.5,15.7,22.9,100.5,2014,Defensive
2,Indiana Pacers,82,19780,37.4,89.0,0.42,7.1,20.5,0.345,30.3,68.5,0.44299999999999995,17.5,23.2,0.755,11.2,33.1,44.3,20.0,7.8,5.0,14.7,23.5,99.3,2014,Defensive
3,Memphis Grizzlies,82,19805,39.4,87.7,0.45,8.3,23.3,0.355,31.1,64.3,0.484,17.4,22.7,0.7659999999999999,10.9,32.4,43.3,22.0,8.0,5.5,15.7,20.9,104.6,2014,Defensive
4,Charlotte Bobcats,82,19905,39.4,89.2,0.442,8.7,23.5,0.369,30.7,65.7,0.46799999999999997,16.3,21.5,0.759,10.2,36.1,46.3,22.4,6.7,5.4,14.2,22.4,103.8,2014,Defensive
5,Miami Heat,82,19880,39.2,85.7,0.457,9.2,25.4,0.36200000000000004,30.0,60.3,0.49700000000000005,18.2,24.2,0.75,11.7,32.0,43.8,23.2,8.8,3.4,18.1,22.2,105.8,2014,Defensive
6,San Antonio Spurs,82,19755,39.6,89.2,0.444,6.8,19.2,0.353,32.8,70.0,0.469,16.4,21.6,0.76,11.0,33.3,44.3,21.3,8.0,4.8,14.5,20.3,102.4,2014,Defensive
7,Toronto Raptors,82,19955,38.7,86.1,0.45,7.4,20.7,0.36,31.3,65.4,0.478,20.4,27.1,0.752,11.2,32.8,44.0,22.5,7.8,4.6,16.0,23.8,105.3,2014,Defensive
8,New York Knicks,82,19855,39.3,85.7,0.45799999999999996,9.5,25.7,0.371,29.7,60.0,0.496,21.0,27.5,0.765,11.3,34.8,46.1,21.7,6.9,3.7,16.0,21.6,109.1,2014,Defensive
9,Washington Wizards,82,20055,39.0,85.2,0.45799999999999996,7.9,22.6,0.34700000000000003,31.1,62.5,0.498,18.8,24.5,0.765,10.6,33.8,44.4,23.4,8.1,4.1,16.9,20.5,104.6,2014,Defensive
10,Golden State Warriors,82,19830,38.0,87.0,0.436,7.2,20.8,0.344,30.8,66.2,0.465,19.5,25.4,0.765,11.0,33.6,44.6,21.2,8.2,4.3,15.5,19.9,102.6,2014,Defensive
11,Brooklyn Nets,82,19880,39.3,86.0,0.45799999999999996,8.7,23.8,0.36700000000000005,30.6,62.2,0.49200000000000005,20.3,26.7,0.76,12.2,34.2,46.4,22.7,8.0,4.4,17.1,22.5,107.7,2014,Defensive
12,Oklahoma City Thunder,82,19805,37.9,86.9,0.436,9.0,25.0,0.358,28.9,61.9,0.46799999999999997,19.2,26.4,0.727,11.4,31.2,42.6,22.7,8.5,3.8,15.8,21.2,103.9,2014,Defensive
13,Boston Celtics,82,19730,40.4,87.0,0.465,7.0,20.2,0.34700000000000003,33.4,66.8,0.5,19.8,26.0,0.7609999999999999,11.4,33.8,45.2,23.6,7.9,4.9,15.2,20.4,107.7,2014,Defensive
14,Los Angeles Clippers,82,19755,38.8,88.1,0.441,7.5,22.7,0.332,31.3,65.4,0.479,19.6,25.9,0.755,12.8,32.6,45.4,24.2,7.2,3.6,16.0,24.3,104.8,2014,Defensive
15,Atlanta Hawks,82,19830,40.5,87.5,0.462,8.4,22.9,0.365,32.1,64.6,0.49700000000000005,17.2,22.9,0.748,11.3,34.4,45.7,24.3,8.6,4.5,15.9,21.0,106.4,2014,Defensive
16,Cleveland Cavaliers,82,19930,40.1,88.6,0.452,9.9,26.9,0.36700000000000005,30.2,61.6,0.49,17.7,23.3,0.757,10.9,34.3,45.1,26.3,7.6,6.0,14.8,20.7,107.7,2014,Defensive
17,Orlando Magic,82,19955,40.2,88.1,0.456,8.5,22.8,0.371,31.7,65.3,0.485,18.6,24.2,0.77,11.0,35.3,46.3,23.7,7.5,5.7,14.7,19.3,107.4,2014,Defensive
18,Utah Jazz,82,19780,41.7,88.2,0.473,8.0,21.1,0.376,33.7,67.0,0.503,20.0,25.8,0.773,11.2,35.1,46.3,23.7,8.2,5.3,13.7,22.2,111.3,2014,Defensive
19,New Orleans Pelicans,82,19855,40.1,86.1,0.465,8.6,24.0,0.35700000000000004,31.5,62.2,0.507,21.5,28.5,0.752,11.6,33.3,44.8,24.2,7.6,6.6,15.5,21.8,110.1,2014,Defensive
20,Dallas Mavericks,82,19830,40.1,86.3,0.46399999999999997,8.8,24.4,0.359,31.3,61.9,0.505,19.8,26.1,0.758,12.2,33.2,45.4,23.4,8.2,3.7,17.0,21.1,108.7,2014,Defensive
21,Phoenix Suns,82,19755,39.6,86.8,0.456,7.1,20.7,0.341,32.5,66.1,0.49200000000000005,20.6,26.8,0.7659999999999999,11.7,32.8,44.6,21.1,7.8,4.2,16.0,22.2,106.7,2014,Defensive
22,Portland Trail Blazers,82,19855,41.4,91.8,0.451,6.8,19.2,0.355,34.6,72.6,0.47600000000000003,17.8,23.2,0.7659999999999999,12.0,33.4,45.4,21.3,8.1,3.9,12.6,21.6,107.4,2014,Defensive
23,Houston Rockets,82,19830,40.2,90.7,0.44299999999999995,8.4,23.7,0.353,31.8,67.0,0.475,17.5,23.2,0.757,12.3,30.7,42.9,22.9,8.8,5.8,14.4,25.0,106.3,2014,Defensive
24,Sacramento Kings,82,19830,39.8,86.4,0.461,8.9,23.5,0.38,30.9,62.9,0.491,20.2,27.4,0.737,10.4,32.9,43.4,24.7,8.2,5.9,14.3,24.3,108.8,2014,Defensive
25,Milwaukee Bucks,82,19880,41.4,88.4,0.46799999999999997,9.2,24.0,0.382,32.2,64.4,0.5,19.9,26.5,0.7509999999999999,12.6,34.3,46.9,24.6,8.4,5.4,15.2,22.2,111.8,2014,Defensive
26,Minnesota Timberwolves,82,19855,41.2,87.5,0.47100000000000003,8.2,22.6,0.364,33.0,64.9,0.508,15.5,20.4,0.7559999999999999,11.3,33.7,45.0,23.3,8.0,5.7,16.7,24.0,106.2,2014,Defensive
27,Detroit Pistons,82,19780,41.0,87.2,0.47,8.7,23.9,0.365,32.3,63.2,0.51,19.0,25.1,0.7559999999999999,11.7,33.4,45.1,25.6,8.6,5.2,15.7,21.7,109.7,2014,Defensive
28,Denver Nuggets,82,19755,40.1,87.8,0.457,7.5,21.4,0.35100000000000003,32.6,66.4,0.491,20.5,26.9,0.763,11.5,33.0,44.5,22.8,8.6,5.7,14.6,22.0,108.2,2014,Defensive
29,Los Angeles Lakers,82,19705,42.5,90.7,0.46799999999999997,8.2,22.7,0.361,34.2,68.0,0.504,17.4,24.0,0.727,13.2,36.4,49.6,26.1,9.8,4.8,14.4,19.5,110.6,2014,Defensive
30,Philadelphia 76ers,82,19855,40.0,85.0,0.47100000000000003,9.0,24.4,0.37,31.0,60.7,0.511,20.8,27.6,0.754,11.9,35.0,46.9,26.1,9.0,6.8,17.0,20.6,109.9,2014,Defensive
1,Boston Celtics,82,19780,37.2,85.5,0.434,5.9,17.5,0.34,31.2,68.0,0.45899999999999996,20.1,26.5,0.7559999999999999,11.6,32.0,43.6,20.6,7.7,4.9,16.9,22.3,100.3,2011,Defensive
2,Chicago Bulls,82,19830,37.6,87.4,0.43,5.7,17.5,0.326,31.9,69.9,0.456,19.4,25.4,0.764,11.1,31.1,42.2,20.8,7.6,6.4,15.5,22.0,100.3,2011,Defensive
3,Milwaukee Bucks,82,19830,38.2,85.5,0.447,5.9,17.6,0.33399999999999996,32.3,67.9,0.47600000000000003,20.2,26.2,0.77,11.3,35.4,46.7,22.3,6.8,5.3,16.8,22.8,102.5,2011,Defensive
4,Orlando Magic,82,19830,38.0,87.1,0.436,6.8,19.6,0.35,31.2,67.6,0.461,19.1,25.7,0.743,10.7,32.5,43.2,21.8,8.0,4.1,15.1,23.8,102.0,2011,Defensive
5,New Orleans Hornets,82,19830,39.3,86.0,0.457,7.6,21.3,0.35700000000000004,31.7,64.7,0.49,19.0,24.6,0.77,10.5,33.5,44.0,23.7,6.8,5.4,16.3,22.8,105.2,2011,Defensive
6,Miami Heat,82,19780,38.3,88.3,0.434,7.3,21.1,0.345,31.0,67.1,0.462,19.7,26.4,0.7440000000000001,11.5,31.4,42.9,22.0,7.7,3.3,14.4,23.9,103.5,2011,Defensive
7,Portland Trail Blazers,82,19805,40.0,85.7,0.467,7.3,19.8,0.36700000000000005,32.7,65.9,0.49700000000000005,19.8,25.8,0.767,12.0,32.9,44.8,21.7,7.8,4.7,17.7,24.0,107.1,2011,Defensive
8,Los Angeles Lakers,82,19830,40.1,91.9,0.43700000000000006,7.4,22.2,0.335,32.7,69.6,0.469,16.6,21.7,0.765,13.4,32.0,45.4,24.4,7.8,5.0,14.9,22.7,104.3,2011,Defensive
9,Atlanta Hawks,82,19730,41.0,89.0,0.46,6.3,18.5,0.33799999999999997,34.7,70.5,0.49200000000000005,18.8,24.3,0.774,11.4,33.9,45.3,23.8,7.5,4.7,14.0,20.7,107.0,2011,Defensive
10,Dallas Mavericks,82,19705,40.0,88.8,0.45,6.8,19.7,0.34299999999999997,33.2,69.1,0.48100000000000004,18.3,24.4,0.75,11.7,32.8,44.5,22.5,8.3,4.0,14.9,22.0,105.0,2011,Defensive
11,Charlotte Bobcats,82,19805,40.0,87.8,0.455,7.8,21.8,0.359,32.2,66.0,0.48700000000000004,20.1,25.8,0.78,10.9,33.1,43.9,24.0,8.1,6.7,14.6,23.4,107.8,2011,Defensive
12,Philadelphia 76ers,82,19930,39.4,87.2,0.451,6.1,18.1,0.34,33.2,69.1,0.48,20.2,26.1,0.773,11.6,34.3,45.8,23.1,7.7,4.9,15.3,20.3,105.0,2011,Defensive
13,Memphis Grizzlies,82,19880,39.0,85.2,0.457,7.7,20.9,0.369,31.3,64.3,0.486,19.5,25.6,0.7609999999999999,11.9,31.4,43.2,22.6,8.1,6.6,18.0,23.0,105.1,2011,Defensive
14,San Antonio Spurs,82,19780,41.1,90.2,0.456,6.3,17.2,0.36700000000000005,34.8,73.0,0.47700000000000004,17.1,22.3,0.7659999999999999,11.6,32.8,44.4,22.1,7.5,4.9,14.4,22.4,105.6,2011,Defensive
15,New Jersey Nets,82,20005,41.0,88.1,0.465,6.8,18.6,0.364,34.2,69.5,0.49200000000000005,21.2,28.2,0.7509999999999999,11.3,34.4,45.7,24.3,7.5,5.0,13.5,21.9,109.9,2011,Defensive
16,Detroit Pistons,82,19880,42.1,86.7,0.486,7.1,19.8,0.358,35.0,66.9,0.523,20.4,26.6,0.7659999999999999,11.7,33.4,45.2,25.9,7.7,5.2,15.7,20.9,111.7,2011,Defensive
17,Indiana Pacers,82,19780,39.3,87.6,0.449,6.5,18.2,0.359,32.8,69.4,0.473,20.7,27.6,0.75,11.9,33.5,45.5,21.4,7.9,6.0,14.6,22.5,106.0,2011,Defensive
18,Oklahoma City Thunder,82,20005,40.4,88.3,0.45799999999999996,6.2,17.3,0.361,34.2,71.0,0.48100000000000004,20.1,27.1,0.7440000000000001,12.1,31.0,43.1,22.2,7.6,4.6,14.9,22.9,107.2,2011,Defensive
19,Utah Jazz,82,19880,39.3,85.7,0.45899999999999996,7.8,20.9,0.376,31.5,64.8,0.486,23.6,30.3,0.778,12.3,32.2,44.4,22.5,8.1,5.4,15.9,23.9,110.1,2011,Defensive
20,Los Angeles Clippers,82,19855,39.7,87.1,0.455,7.6,20.8,0.365,32.1,66.3,0.484,21.7,28.2,0.7709999999999999,11.9,31.4,43.3,23.8,8.6,5.3,14.6,23.6,108.7,2011,Defensive
21,Denver Nuggets,82,19705,40.2,87.6,0.45899999999999996,7.3,21.3,0.344,32.8,66.3,0.495,19.6,25.9,0.7559999999999999,11.0,32.2,43.2,23.2,7.8,6.2,14.4,23.8,107.3,2011,Defensive
22,Houston Rockets,82,19880,41.9,89.4,0.46799999999999997,5.7,16.0,0.358,36.1,73.4,0.49200000000000005,19.6,25.0,0.7809999999999999,12.2,32.7,44.9,21.9,7.5,5.8,14.4,22.5,109.0,2011,Defensive
23,Cleveland Cavaliers,82,19755,42.2,88.8,0.475,8.7,21.1,0.41100000000000003,33.5,67.8,0.495,18.8,24.7,0.759,11.7,34.9,46.6,25.9,8.1,6.4,14.5,22.8,111.8,2011,Defensive
24,Washington Wizards,82,19930,40.7,86.5,0.47100000000000003,7.2,19.3,0.373,33.5,67.3,0.499,21.5,28.3,0.7609999999999999,12.8,33.5,46.2,24.4,8.0,5.3,16.6,21.3,110.2,2011,Defensive
25,Sacramento Kings,82,19855,41.4,86.7,0.478,6.1,17.2,0.355,35.3,69.5,0.508,20.2,26.5,0.762,11.0,31.8,42.9,22.6,8.5,5.9,15.3,21.9,109.0,2011,Defensive
26,Toronto Raptors,82,19780,42.0,87.1,0.48200000000000004,7.1,18.8,0.376,34.9,68.3,0.511,21.8,28.4,0.769,11.9,32.1,44.0,24.2,8.2,6.0,14.9,21.2,112.9,2011,Defensive
27,Golden State Warriors,82,19830,40.5,86.7,0.467,7.2,20.2,0.358,33.3,66.4,0.501,22.4,28.9,0.7759999999999999,13.4,33.5,46.9,25.9,8.6,4.5,16.9,19.3,110.7,2011,Defensive
28,New York Knicks,82,19780,41.2,87.2,0.47200000000000003,6.8,18.3,0.37200000000000005,34.4,68.9,0.499,20.9,27.5,0.762,12.2,33.6,45.8,21.4,7.4,4.6,15.9,21.6,110.1,2011,Defensive
29,Phoenix Suns,82,20005,42.1,89.2,0.47200000000000003,7.4,20.3,0.36700000000000005,34.6,68.9,0.502,18.8,25.0,0.754,12.5,33.6,46.2,24.0,8.2,4.5,15.1,22.1,110.4,2011,Defensive
30,Minnesota Timberwolves,82,19780,40.6,86.8,0.46799999999999997,8.0,21.5,0.374,32.6,65.3,0.499,21.8,28.0,0.778,11.5,32.4,43.9,25.5,9.8,5.6,14.9,21.6,111.1,2011,Defensive
1,Indiana Pacers,82,19705,39.4,87.6,0.45,11.6,32.7,0.354,27.9,54.9,0.507,16.1,21.3,0.7559999999999999,10.7,33.7,44.4,24.9,7.5,5.3,15.9,20.4,106.5,2019,Defensive
2,Miami Heat,82,19730,38.9,88.1,0.441,12.0,33.6,0.358,26.8,54.5,0.493,17.7,23.0,0.769,10.3,34.6,44.9,23.7,7.6,4.8,14.4,20.5,107.6,2019,Defensive
3,Memphis Grizzlies,82,19880,38.5,85.4,0.451,11.9,33.0,0.36,26.6,52.5,0.508,19.8,25.3,0.784,9.8,36.0,45.8,24.0,7.8,5.0,15.6,22.0,108.8,2019,Defensive
4,Utah Jazz,82,19755,39.7,87.8,0.452,9.8,27.5,0.355,29.9,60.3,0.496,16.6,22.1,0.753,8.9,33.5,42.3,21.4,8.4,4.6,13.8,22.2,105.7,2019,Defensive
5,Orlando Magic,82,19780,40.5,88.9,0.456,10.6,30.6,0.34700000000000003,29.9,58.3,0.513,16.5,21.2,0.778,9.1,36.1,45.3,23.4,7.1,4.5,13.2,19.0,108.1,2019,Defensive
6,Denver Nuggets,82,19730,40.4,88.2,0.45799999999999996,11.0,32.6,0.33899999999999997,29.4,55.6,0.528,17.1,22.7,0.753,9.9,33.4,43.4,25.1,7.6,5.1,13.8,20.8,108.9,2019,Defensive
7,Detroit Pistons,82,19855,40.6,86.5,0.469,9.8,28.3,0.345,30.9,58.2,0.53,18.3,24.2,0.755,9.3,35.2,44.5,24.1,7.0,5.2,14.3,21.7,109.2,2019,Defensive
8,Boston Celtics,82,19780,39.4,87.9,0.44799999999999995,11.5,33.5,0.344,27.9,54.5,0.513,17.4,22.8,0.764,10.4,35.5,45.8,23.6,6.8,3.9,15.1,19.5,107.8,2019,Defensive
9,Toronto Raptors,82,19880,39.8,88.6,0.449,10.6,30.8,0.345,29.2,57.8,0.505,16.9,22.0,0.765,10.5,33.8,44.3,24.3,7.5,4.4,14.8,20.3,107.1,2019,Defensive
10,Houston Rockets,82,19830,41.0,87.9,0.466,10.3,30.2,0.34,30.7,57.7,0.532,18.5,24.0,0.768,11.1,34.9,46.1,23.9,7.5,4.6,15.2,20.3,110.7,2019,Defensive
11,Milwaukee Bucks,82,19780,39.0,90.1,0.433,12.6,35.0,0.361,26.4,55.1,0.479,14.6,19.9,0.733,9.6,34.1,43.6,23.9,6.5,4.6,12.9,19.4,105.2,2019,Defensive
12,San Antonio Spurs,82,19805,42.0,90.7,0.46299999999999997,11.8,33.0,0.359,30.1,57.7,0.522,15.4,20.4,0.755,9.3,35.1,44.4,25.0,7.3,4.1,12.3,19.9,111.2,2019,Defensive
